n,m,bidding requirement,forced permutations,number of bids until prices update,total bids until closure,fallback probability,price weight,matching algorithm,sample index,total bids,total_excess_papers,allocated_papers_per_bid,gini_paper_bids,hoover_paper_bids,average_cost_per_step_2_paper,average_bidder_cost,gini_bidder_cost,hoover_bidder_cost,average_fallback_bidder_cost,gini_fallback_bidder_cost,hoover_fallback_bidder_cost,average_main_bidder_cost,gini_main_bidder_cost,hoover_main_bidder_cost,cost matrix used,quota matrix used,input json file used
24,52,6,0,5,32,0,1,FractionalAllocation,0,176.0,30.507142857142856,0.7130275974025975,0.3120629370629371,0.22945804195804198,0.5792318884414666,8.04111896394108,0.1765715334431363,0.13971517765247307,nan,nan,nan,8.04111896394108,0.1765715334431363,0.13971517765247307,.//cost_matrices//cost_matrix_sep.json,.//cost_matrices//quota_matrix_sep.json,greedy_(fb)_m52_n24.json
24,52,6,0,5,32,0,1,FractionalAllocation,1,170.0,32.87857142857143,0.7242436974789915,0.319683257918552,0.2341628959276018,0.5802869972165936,8.552658541451166,0.21243157495818515,0.14545853861565525,nan,nan,nan,8.552658541451166,0.21243157495818515,0.14545853861565525,.//cost_matrices//cost_matrix_sep.json,.//cost_matrices//quota_matrix_sep.json,greedy_(fb)_m52_n24.json
24,52,6,0,5,32,0,1,FractionalAllocation,2,171.0,30.478571428571428,0.7340434419381788,0.30353126405757985,0.22267206477732795,0.5770080341324624,8.08205237018832,0.21030459810993482,0.16065925495860295,nan,nan,nan,8.08205237018832,0.21030459810993482,0.16065925495860295,.//cost_matrices//cost_matrix_sep.json,.//cost_matrices//quota_matrix_sep.json,greedy_(fb)_m52_n24.json
24,52,6,0,5,32,0,1,FractionalAllocation,3,172.0,29.599999999999998,0.7348837209302326,0.28644901610017887,0.21288014311270123,0.5801363963591757,8.157912809635912,0.2287639454844215,0.1663329378451935,nan,nan,nan,8.157912809635912,0.2287639454844215,0.1663329378451935,.//cost_matrices//cost_matrix_sep.json,.//cost_matrices//quota_matrix_sep.json,greedy_(fb)_m52_n24.json
24,52,6,0,5,32,0,1,FractionalAllocation,4,165.0,30.478571428571428,0.7607359307359307,0.29125874125874124,0.21328671328671328,0.567649546792062,8.252766411194637,0.22551887268109802,0.16545395177825092,nan,nan,nan,8.252766411194637,0.22551887268109802,0.16545395177825092,.//cost_matrices//cost_matrix_sep.json,.//cost_matrices//quota_matrix_sep.json,greedy_(fb)_m52_n24.json
24,52,6,0,5,32,0,1,FractionalAllocation,5,167.0,31.199999999999996,0.7473053892215569,0.29744357438968216,0.21982957162597885,0.5410193467063996,8.146525108270204,0.2662684392207791,0.20554198502296545,nan,nan,nan,8.146525108270204,0.2662684392207791,0.20554198502296545,.//cost_matrices//cost_matrix_sep.json,.//cost_matrices//quota_matrix_sep.json,greedy_(fb)_m52_n24.json
24,52,6,0,5,32,0,1,FractionalAllocation,6,176.0,32.22857142857143,0.7032467532467531,0.3210227272727273,0.23645104895104893,0.5765746223947497,8.331936459522831,0.19648412473542287,0.14071592788815873,nan,nan,nan,8.331936459522831,0.19648412473542287,0.14071592788815873,.//cost_matrices//cost_matrix_sep.json,.//cost_matrices//quota_matrix_sep.json,greedy_(fb)_m52_n24.json
24,52,6,0,5,32,0,1,FractionalAllocation,7,172.0,27.450000000000003,0.7473837209302324,0.2842128801431127,0.20706618962432916,0.5771306669660173,7.79767638459014,0.21337154577094936,0.14609171475524216,nan,nan,nan,7.79767638459014,0.21337154577094936,0.14609171475524216,.//cost_matrices//cost_matrix_sep.json,.//cost_matrices//quota_matrix_sep.json,greedy_(fb)_m52_n24.json
24,52,6,0,5,32,0,1,FractionalAllocation,8,171.0,32.15,0.7242690058479532,0.2974583895636527,0.22514619883040934,0.5899939803393186,8.165183796465643,0.151709912645143,0.10791508552208327,nan,nan,nan,8.165183796465643,0.151709912645143,0.10791508552208327,.//cost_matrices//cost_matrix_sep.json,.//cost_matrices//quota_matrix_sep.json,greedy_(fb)_m52_n24.json
24,52,6,0,5,32,0,1,FractionalAllocation,9,172.0,30.35,0.7305232558139534,0.30635062611806796,0.22450805008944544,0.5590947484240617,8.061231036358544,0.2241553277358955,0.16986838097643825,nan,nan,nan,8.061231036358544,0.2241553277358955,0.16986838097643825,.//cost_matrices//cost_matrix_sep.json,.//cost_matrices//quota_matrix_sep.json,greedy_(fb)_m52_n24.json
24,52,6,0,5,32,0,1,FractionalAllocation,10,169.0,28.075,0.7569526627218934,0.2875512061902594,0.20710059171597633,0.5534248753136571,7.791173716097087,0.22235363588931603,0.16422908245206477,nan,nan,nan,7.791173716097087,0.22235363588931603,0.16422908245206477,.//cost_matrices//cost_matrix_sep.json,.//cost_matrices//quota_matrix_sep.json,greedy_(fb)_m52_n24.json
24,52,6,0,5,32,0,1,FractionalAllocation,11,173.0,32.59285714285714,0.7133360858794384,0.3095820364606492,0.22832369942196531,0.5760628499753796,8.326647655639023,0.1960228309437024,0.1490635518494915,nan,nan,nan,8.326647655639023,0.1960228309437024,0.1490635518494915,.//cost_matrices//cost_matrix_sep.json,.//cost_matrices//quota_matrix_sep.json,greedy_(fb)_m52_n24.json
24,52,6,0,5,32,0,1,FractionalAllocation,12,173.0,31.128571428571426,0.7218001651527663,0.3149177412183193,0.23021342819030682,0.591199579456983,8.186816484420488,0.2028171119290523,0.14754737158989983,nan,nan,nan,8.186816484420488,0.2028171119290523,0.14754737158989983,.//cost_matrices//cost_matrix_sep.json,.//cost_matrices//quota_matrix_sep.json,greedy_(fb)_m52_n24.json
24,52,6,0,5,32,0,1,FractionalAllocation,13,167.0,32.75,0.7380239520958084,0.3002072777521879,0.2210962690004606,0.5836878485027184,8.505803437522315,0.19124698400399232,0.1337399398405061,nan,nan,nan,8.505803437522315,0.19124698400399232,0.1337399398405061,.//cost_matrices//cost_matrix_sep.json,.//cost_matrices//quota_matrix_sep.json,greedy_(fb)_m52_n24.json
24,52,6,0,5,32,0,1,FractionalAllocation,14,172.0,27.0,0.75,0.26721824686940965,0.19991055456171736,0.559882671882367,7.656002825240132,0.2309566290129928,0.17534556792111977,nan,nan,nan,7.656002825240132,0.2309566290129928,0.17534556792111977,.//cost_matrices//cost_matrix_sep.json,.//cost_matrices//quota_matrix_sep.json,greedy_(fb)_m52_n24.json
24,52,6,0,5,32,0,1,FractionalAllocation,15,176.0,31.178571428571434,0.7092126623376623,0.3013548951048951,0.22508741258741258,0.567046700213648,8.21215827841128,0.23617828279404265,0.17218420474807153,nan,nan,nan,8.21215827841128,0.23617828279404265,0.17218420474807153,.//cost_matrices//cost_matrix_sep.json,.//cost_matrices//quota_matrix_sep.json,greedy_(fb)_m52_n24.json
24,52,6,0,5,32,0,1,FractionalAllocation,16,172.0,30.228571428571428,0.7312292358803986,0.3018783542039356,0.22048300536672627,0.556685221334524,8.01097785528262,0.2398316129112294,0.17429372308647628,nan,nan,nan,8.01097785528262,0.2398316129112294,0.17429372308647628,.//cost_matrices//cost_matrix_sep.json,.//cost_matrices//quota_matrix_sep.json,greedy_(fb)_m52_n24.json
24,52,6,0,5,32,0,1,FractionalAllocation,17,174.0,32.35000000000001,0.7106321839080461,0.3087975243147657,0.23165340406719717,0.5686022100548715,8.29322936119646,0.20910955816811816,0.15222011714198497,nan,nan,nan,8.29322936119646,0.20910955816811816,0.15222011714198497,.//cost_matrices//cost_matrix_sep.json,.//cost_matrices//quota_matrix_sep.json,greedy_(fb)_m52_n24.json
24,52,6,0,5,32,0,1,FractionalAllocation,18,175.0,28.62857142857143,0.7278367346938776,0.28846153846153844,0.21428571428571427,0.5940755735644588,7.78699085060201,0.1976148527874722,0.13961282882288736,nan,nan,nan,7.78699085060201,0.1976148527874722,0.13961282882288736,.//cost_matrices//cost_matrix_sep.json,.//cost_matrices//quota_matrix_sep.json,greedy_(fb)_m52_n24.json
24,52,6,0,5,32,0,1,FractionalAllocation,19,170.0,30.0,0.7411764705882353,0.3031674208144796,0.22081447963800901,0.5876333582836375,7.829099499063066,0.17508675521240563,0.12659425997329066,nan,nan,nan,7.829099499063066,0.17508675521240563,0.12659425997329066,.//cost_matrices//cost_matrix_sep.json,.//cost_matrices//quota_matrix_sep.json,greedy_(fb)_m52_n24.json
24,52,6,0,5,32,0,1,FractionalAllocation,20,173.0,28.550000000000004,0.7367052023121387,0.3013561582925745,0.216651845264562,0.5774932955501746,8.075742104551074,0.21578658844607296,0.15051208079616762,nan,nan,nan,8.075742104551074,0.21578658844607296,0.15051208079616762,.//cost_matrices//cost_matrix_sep.json,.//cost_matrices//quota_matrix_sep.json,greedy_(fb)_m52_n24.json
