n,m,bidding requirement,forced_permutations,number_of_bids_until_prices_update,total_bids_until_closure,fallback_probability,sample index,total bids,total_excess_papers,allocated_papers_per_bid,gini_paper_bids,hoover_paper_bids,average_cost_per_step_2_paper,average_bidder_cost,gini_bidder_cost,hoover_bidder_cost,average_fallback_bidder_cost,gini_fallback_bidder_cost,hoover_fallback_bidder_cost,average_main_bidder_cost,gini_main_bidder_cost,hoover_main_bidder_cost,cost matrix used,quota matrix used,input json file used
146,176,3.8,0,5,290,0,0,1048.0,71.29624519316303,0.4357860255790429,0.19347458362248438,0.13285045107564195,1.214377545122765,6.158819162129512,0.22855569215151245,0.1611305191590436,nan,nan,nan,6.158819162129512,0.22855569215151245,0.1611305191590436,.//cost_matrices//cost_matrix_m176_n146.json,.//cost_matrices//quota_matrix_m176_n146.json,selective_(fb)_m176_n146.json
146,176,3.8,0,5,290,0,1,1011.0,70.24042726679716,0.45277900369258445,0.1806773221832569,0.12733229925366427,1.2205985085857654,6.132234173541387,0.20925143909283206,0.1493329506801407,nan,nan,nan,6.132234173541387,0.20925143909283206,0.1493329506801407,.//cost_matrices//cost_matrix_m176_n146.json,.//cost_matrices//quota_matrix_m176_n146.json,selective_(fb)_m176_n146.json
146,176,3.8,0,5,290,0,2,1019.0,69.43203337758135,0.450017631621608,0.18910585244000358,0.13524846105807833,1.1799409840149278,6.031232296872192,0.22329091842388207,0.16217346021444645,nan,nan,nan,6.031232296872192,0.22329091842388207,0.16217346021444645,.//cost_matrices//cost_matrix_m176_n146.json,.//cost_matrices//quota_matrix_m176_n146.json,selective_(fb)_m176_n146.json
146,176,3.8,0,5,290,0,3,1069.0,76.02162107299097,0.42280484464640694,0.19155008929330725,0.13416319414916236,1.223142623302918,6.300259944106804,0.21665218634943711,0.1529857392419533,nan,nan,nan,6.300259944106804,0.21665218634943711,0.1529857392419533,.//cost_matrices//cost_matrix_m176_n146.json,.//cost_matrices//quota_matrix_m176_n146.json,selective_(fb)_m176_n146.json
146,176,3.8,0,5,290,0,4,1073.0,73.08652637317022,0.42396409471279567,0.18088092010505805,0.12348025925612133,1.2654182476097287,6.342193952542753,0.2112875314965768,0.1483754077970937,nan,nan,nan,6.342193952542753,0.2112875314965768,0.1483754077970937,.//cost_matrices//cost_matrix_m176_n146.json,.//cost_matrices//quota_matrix_m176_n146.json,selective_(fb)_m176_n146.json
146,176,3.8,0,5,290,0,5,1023.0,74.49680068789661,0.4433071352024472,0.17349262418910513,0.12041788856304986,1.212722860812253,6.211979294387551,0.21590434600026198,0.15093712413975588,nan,nan,nan,6.211979294387551,0.21590434600026198,0.15093712413975588,.//cost_matrices//cost_matrix_m176_n146.json,.//cost_matrices//quota_matrix_m176_n146.json,selective_(fb)_m176_n146.json
146,176,3.8,0,5,290,0,6,1047.0,77.0082773390993,0.4307466310037256,0.1848517409047495,0.12432165494486411,1.2403373910481643,6.378166763056647,0.22692588064709288,0.16253339120114774,nan,nan,nan,6.378166763056647,0.22692588064709288,0.16253339120114774,.//cost_matrices//cost_matrix_m176_n146.json,.//cost_matrices//quota_matrix_m176_n146.json,selective_(fb)_m176_n146.json
146,176,3.8,0,5,290,0,7,1083.0,80.50440518385727,0.4131999952134282,0.1774689414924872,0.12112817929992443,1.2552188290306372,6.516137460128957,0.20181848011021267,0.14765476478094075,nan,nan,nan,6.516137460128957,0.20181848011021267,0.14765476478094075,.//cost_matrices//cost_matrix_m176_n146.json,.//cost_matrices//quota_matrix_m176_n146.json,selective_(fb)_m176_n146.json
146,176,3.8,0,5,290,0,8,1068.0,80.01334977807582,0.41946315563850584,0.1654004937010555,0.11301923731699014,1.2654487293785655,6.509898444148488,0.21709589624240327,0.15567124196043106,nan,nan,nan,6.509898444148488,0.21709589624240327,0.15567124196043106,.//cost_matrices//cost_matrix_m176_n146.json,.//cost_matrices//quota_matrix_m176_n146.json,selective_(fb)_m176_n146.json
146,176,3.8,0,5,290,0,9,1029.0,75.62090033254418,0.4396298344678871,0.18121631769590954,0.12562395087905293,1.2019734561364819,6.235699102622691,0.2224116971414194,0.15723366395570798,nan,nan,nan,6.235699102622691,0.2224116971414194,0.15723366395570798,.//cost_matrices//cost_matrix_m176_n146.json,.//cost_matrices//quota_matrix_m176_n146.json,selective_(fb)_m176_n146.json
146,176,3.8,0,5,290,0,10,1064.0,66.71803652968039,0.43353567995330794,0.1631173103212577,0.11402084757347918,1.262945711472845,6.198926448488033,0.21688292378776283,0.15414818127614302,nan,nan,nan,6.198926448488033,0.21688292378776283,0.15414818127614302,.//cost_matrices//cost_matrix_m176_n146.json,.//cost_matrices//quota_matrix_m176_n146.json,selective_(fb)_m176_n146.json
146,176,3.8,0,5,290,0,11,1041.0,73.53810458947447,0.4365628197987757,0.20587175792507204,0.1385850580735307,1.2045867899776086,6.1700072273028335,0.21892250369999686,0.1577419118296898,nan,nan,nan,6.1700072273028335,0.21892250369999686,0.1577419118296898,.//cost_matrices//cost_matrix_m176_n146.json,.//cost_matrices//quota_matrix_m176_n146.json,selective_(fb)_m176_n146.json
146,176,3.8,0,5,290,0,12,1070.0,79.36528346083144,0.4192847818123071,0.1651338147833475,0.11142735768903991,1.2395440053566849,6.427763783144445,0.21144916908834854,0.1489135390747121,nan,nan,nan,6.427763783144445,0.21144916908834854,0.1489135390747121,.//cost_matrices//cost_matrix_m176_n146.json,.//cost_matrices//quota_matrix_m176_n146.json,selective_(fb)_m176_n146.json
146,176,3.8,0,5,290,0,13,1030.0,74.24277161194972,0.4405409984350003,0.18101279788172991,0.12225286849073258,1.2091263633788123,6.204184357067958,0.21164188331544478,0.15238714438029533,nan,nan,nan,6.204184357067958,0.21164188331544478,0.15238714438029533,.//cost_matrices//cost_matrix_m176_n146.json,.//cost_matrices//quota_matrix_m176_n146.json,selective_(fb)_m176_n146.json
146,176,3.8,0,5,290,0,14,1006.0,73.8863147126846,0.45140525376472707,0.17944605096692573,0.12496611241641063,1.1977915924047953,6.169779657138222,0.21687468398521142,0.15571981743138055,nan,nan,nan,6.169779657138222,0.21687468398521142,0.15571981743138055,.//cost_matrices//cost_matrix_m176_n146.json,.//cost_matrices//quota_matrix_m176_n146.json,selective_(fb)_m176_n146.json
146,176,3.8,0,5,290,0,15,1069.0,72.74086016723005,0.4258738445582506,0.17146972531677865,0.1159377923292797,1.2567815613086006,6.3336275258012416,0.20276722977812306,0.14416932479190034,nan,nan,nan,6.3336275258012416,0.20276722977812306,0.14416932479190034,.//cost_matrices//cost_matrix_m176_n146.json,.//cost_matrices//quota_matrix_m176_n146.json,selective_(fb)_m176_n146.json
146,176,3.8,0,5,290,0,16,1054.0,68.90563956591356,0.43557339699628694,0.1634681731930309,0.11390589960324306,1.263170665992024,6.232819868477912,0.20887050340214539,0.14939901450080073,nan,nan,nan,6.232819868477912,0.20887050340214539,0.14939901450080073,.//cost_matrices//cost_matrix_m176_n146.json,.//cost_matrices//quota_matrix_m176_n146.json,selective_(fb)_m176_n146.json
146,176,3.8,0,5,290,0,17,1017.0,69.0722552561594,0.45125638617880104,0.1823154107446143,0.12569835523375344,1.2120805332783868,6.0695879641824515,0.20874813355200222,0.1493773824077,nan,nan,nan,6.0695879641824515,0.20874813355200222,0.1493773824077,.//cost_matrices//cost_matrix_m176_n146.json,.//cost_matrices//quota_matrix_m176_n146.json,selective_(fb)_m176_n146.json
146,176,3.8,0,5,290,0,18,1036.0,76.4677047838007,0.4358419837994202,0.18684187434187435,0.12657950157950157,1.2212129437863877,6.304242383107897,0.21564610716354016,0.15623395423313033,nan,nan,nan,6.304242383107897,0.21564610716354016,0.15623395423313033,.//cost_matrices//cost_matrix_m176_n146.json,.//cost_matrices//quota_matrix_m176_n146.json,selective_(fb)_m176_n146.json
146,176,3.8,0,5,290,0,19,1009.0,76.6323212175952,0.44734160434331494,0.17488625101360483,0.12510699162086675,1.2193121516319574,6.3116661255908655,0.21708663689992955,0.15604409405237768,nan,nan,nan,6.3116661255908655,0.21708663689992955,0.15604409405237768,.//cost_matrices//cost_matrix_m176_n146.json,.//cost_matrices//quota_matrix_m176_n146.json,selective_(fb)_m176_n146.json
