bidding requirement,forced_permutations,number_of_bids_until_prices_update,total_bids_until_closure,fallback_probability,sample index,total bids,total_excess_papers,gini_paper_bids,hoover_paper_bids,average_cost_per_step_2_paper,average_bidder_cost,gini_bidder_cost,hoover_bidder_cost,average_fallback_bidder_cost,gini_fallback_bidder_cost,hoover_fallback_bidder_cost,average_main_bidder_cost,gini_main_bidder_cost,hoover_main_bidder_cost,cost matrix used,quota matrix used,input json file used
6,0,1,61,0,0,221.0,17.1,0.16576749042812391,0.12782805429864252,0.9031205101218778,7.8377520650929045,0.19885174355481489,0.14164647845385972,nan,nan,nan,7.8377520650929045,0.19885174355481489,0.14164647845385972,.//cost_matrices//cost_matrix_sep.json,.//cost_matrices//quota_matrix_sep.json,sim_input.json
6,0,1,61,0,1,213.0,18.992857142857144,0.19799566630552545,0.1554712892741062,0.7722758814630871,7.414668438119694,0.21719203937035064,0.15558221482323883,nan,nan,nan,7.414668438119694,0.21719203937035064,0.15558221482323883,.//cost_matrices//cost_matrix_sep.json,.//cost_matrices//quota_matrix_sep.json,sim_input.json
6,0,1,61,0,2,219.0,15.442857142857143,0.1939761152089919,0.14910432033719706,0.8399339284788706,7.6837604643455455,0.21092735919445255,0.1521514679442546,nan,nan,nan,7.6837604643455455,0.21092735919445255,0.1521514679442546,.//cost_matrices//cost_matrix_sep.json,.//cost_matrices//quota_matrix_sep.json,sim_input.json
6,0,1,61,0,3,216.0,18.135714285714286,0.18198005698005698,0.14387464387464385,0.8547174968875183,7.919450786412367,0.16545135895490012,0.11619279498160374,nan,nan,nan,7.919450786412367,0.16545135895490012,0.11619279498160374,.//cost_matrices//cost_matrix_sep.json,.//cost_matrices//quota_matrix_sep.json,sim_input.json
6,0,1,61,0,4,213.0,17.0,0.18752257132538822,0.14228963524738172,0.8534996346964142,7.822541794159153,0.20084178469841177,0.1398227432282483,nan,nan,nan,7.822541794159153,0.20084178469841177,0.1398227432282483,.//cost_matrices//cost_matrix_sep.json,.//cost_matrices//quota_matrix_sep.json,sim_input.json
6,0,1,61,10,0,226.0,15.114285714285716,0.1609938733832539,0.13359428182437033,0.9212182771732059,7.890235202003564,0.21083944959958145,0.15992252550167396,5.453923831535603,0.0202430320376886,0.0202430320376886,8.111718053864289,0.21013265595715813,0.15604541374014771,.//cost_matrices//cost_matrix_sep.json,.//cost_matrices//quota_matrix_sep.json,sim_input.json
6,0,1,61,10,1,222.0,15.75714285714286,0.17376992376992376,0.13686763686763687,0.8623895189584841,7.727593788787661,0.20202940739648703,0.1440194353469757,8.62684128691762,0.07476191420987915,0.07216574289980901,7.59912986048338,0.21460102469583406,0.15606270541642417,.//cost_matrices//cost_matrix_sep.json,.//cost_matrices//quota_matrix_sep.json,sim_input.json
6,0,1,61,10,2,244.0,11.646428571428572,0.12925598991172763,0.09426229508196719,1.054137494077443,8.240435819345587,0.1679512582939689,0.12697762242269361,6.154191914025905,0.0,0.0,8.331142076098617,0.16701887887251002,0.12537530322785084,.//cost_matrices//cost_matrix_sep.json,.//cost_matrices//quota_matrix_sep.json,sim_input.json
6,0,1,61,10,3,213.0,23.114285714285717,0.22472011556518598,0.17045864933188876,0.8008104238749779,8.096470656713265,0.22826852437401238,0.16909283243155823,9.314246752083633,0.07277951328291897,0.07277951328291897,7.985763738952324,0.2377224584260515,0.1780448890709812,.//cost_matrices//cost_matrix_sep.json,.//cost_matrices//quota_matrix_sep.json,sim_input.json
6,0,1,61,10,4,205.0,21.385714285714293,0.22185741088180114,0.1794559099437148,0.7709130532749096,7.99791574569928,0.2602266157369943,0.20399684325587944,10.90119566474839,0.20627852738625452,0.20627852738625452,7.7339812076039065,0.2570205181689832,0.1974996348911574,.//cost_matrices//cost_matrix_sep.json,.//cost_matrices//quota_matrix_sep.json,sim_input.json
6,0,1,61,25,0,228.0,19.06428571428572,0.19804318488529016,0.14406207827260456,0.9366607692974,8.547757594507083,0.22853349083461108,0.16236829008922082,11.029912794339483,0.1549136100439628,0.11251543214988857,7.5256936886937424,0.23100197580041917,0.16699740409247277,.//cost_matrices//cost_matrix_sep.json,.//cost_matrices//quota_matrix_sep.json,sim_input.json
6,0,1,61,25,1,228.0,19.939285714285717,0.20732118758434548,0.15384615384615383,0.8901099562043038,8.42056993059944,0.24199207227284533,0.17167311661182472,10.214018013852549,0.16875874144312006,0.13564104176368957,7.822753902848403,0.2522462428644488,0.18970246424774623,.//cost_matrices//cost_matrix_sep.json,.//cost_matrices//quota_matrix_sep.json,sim_input.json
6,0,1,61,25,2,233.0,17.260714285714286,0.20196434466820734,0.1507923407065038,0.8939413433701615,8.17759247201436,0.16765367982060717,0.12182180822928221,7.5312959531421475,0.18155744235308283,0.1354886177122474,8.393024644971765,0.16031741767484223,0.11711328991401762,.//cost_matrices//cost_matrix_sep.json,.//cost_matrices//quota_matrix_sep.json,sim_input.json
6,0,1,61,25,3,219.0,15.600000000000001,0.18256059009483666,0.1373375482964524,0.9111640217691785,8.01191957824185,0.22046366646396065,0.16570576257658357,6.655520920506417,0.14251205030446998,0.09726695359056792,8.283199309788937,0.22449486387002524,0.17179124034657528,.//cost_matrices//cost_matrix_sep.json,.//cost_matrices//quota_matrix_sep.json,sim_input.json
6,0,1,61,25,4,245.0,11.028571428571434,0.13665620094191522,0.0966248037676609,0.9760262990539341,7.636586752567908,0.13962967472925983,0.0921440594321406,7.822658646529428,0.15209200664814718,0.11309616162082327,7.5876204646832965,0.13169991873567913,0.08623477696994683,.//cost_matrices//cost_matrix_sep.json,.//cost_matrices//quota_matrix_sep.json,sim_input.json
