bidding requirement,forced_permutations,number_of_bids_until_prices_update,total_bids_until_closure,fallback_probability,sample index,total bids,total_excess_papers,gini_paper_bids,hoover_paper_bids,average_cost_per_step_2_paper,average_bidder_cost,gini_bidder_cost,hoover_bidder_cost,average_fallback_bidder_cost,gini_fallback_bidder_cost,hoover_fallback_bidder_cost,average_main_bidder_cost,gini_main_bidder_cost,hoover_main_bidder_cost,cost matrix used,quota matrix used,input json file used
6,0,1,32,0,0,177.0,27.057142857142857,0.2715123859191656,0.19936983920034768,0.6278953510550638,7.902255317328634,0.196555207861915,0.1499347198784383,nan,nan,nan,7.902255317328634,0.196555207861915,0.1499347198784383,.//cost_matrices//cost_matrix_sep.json,.//cost_matrices//quota_matrix_sep.json,greedy_2_(fb)_m52_n24.json
6,0,1,32,0,1,168.0,23.049999999999997,0.22916666666666666,0.16483516483516483,0.5880110604345377,7.344216777582783,0.2003674566379296,0.15592376753806725,nan,nan,nan,7.344216777582783,0.2003674566379296,0.15592376753806725,.//cost_matrices//cost_matrix_sep.json,.//cost_matrices//quota_matrix_sep.json,greedy_2_(fb)_m52_n24.json
6,0,1,32,0,2,175.0,21.549999999999997,0.22846153846153847,0.16857142857142857,0.6415997899857514,7.044597967514961,0.17728035726856708,0.13380290403628564,nan,nan,nan,7.044597967514961,0.17728035726856708,0.13380290403628564,.//cost_matrices//cost_matrix_sep.json,.//cost_matrices//quota_matrix_sep.json,greedy_2_(fb)_m52_n24.json
6,0,1,32,0,3,167.0,26.799999999999997,0.259442653155228,0.18643482266236758,0.6233787426276893,7.776221602642219,0.18289004169594483,0.1345639604198658,nan,nan,nan,7.776221602642219,0.18289004169594483,0.1345639604198658,.//cost_matrices//cost_matrix_sep.json,.//cost_matrices//quota_matrix_sep.json,greedy_2_(fb)_m52_n24.json
6,0,1,32,0,4,170.0,26.050000000000004,0.2527149321266968,0.18823529411764706,0.5955800930879575,7.681856827371192,0.24716896449006912,0.18452823317731248,nan,nan,nan,7.681856827371192,0.24716896449006912,0.18452823317731248,.//cost_matrices//cost_matrix_sep.json,.//cost_matrices//quota_matrix_sep.json,greedy_2_(fb)_m52_n24.json
6,0,1,32,0,5,177.0,21.050000000000004,0.20219469795740982,0.15308561495002174,0.6616266494566169,7.214361867716231,0.1927638008023341,0.1380791657524681,nan,nan,nan,7.214361867716231,0.1927638008023341,0.1380791657524681,.//cost_matrices//cost_matrix_sep.json,.//cost_matrices//quota_matrix_sep.json,greedy_2_(fb)_m52_n24.json
6,0,1,32,0,6,174.0,24.549999999999997,0.23231653404067198,0.17970822281167106,0.6189469699702632,7.544791796404226,0.21178306872001462,0.14756043349008188,nan,nan,nan,7.544791796404226,0.21178306872001462,0.14756043349008188,.//cost_matrices//cost_matrix_sep.json,.//cost_matrices//quota_matrix_sep.json,greedy_2_(fb)_m52_n24.json
6,0,1,32,0,7,169.0,29.65,0.2695721438324989,0.20266272189349113,0.5902096735748193,8.00943072274627,0.22073686938783993,0.15650626098480033,nan,nan,nan,8.00943072274627,0.22073686938783993,0.15650626098480033,.//cost_matrices//cost_matrix_sep.json,.//cost_matrices//quota_matrix_sep.json,greedy_2_(fb)_m52_n24.json
6,0,1,32,0,8,169.0,24.2,0.2315657715065999,0.17011834319526628,0.6186207559044832,7.517422015199405,0.20855676163088252,0.1548410565649282,nan,nan,nan,7.517422015199405,0.20855676163088252,0.1548410565649282,.//cost_matrices//cost_matrix_sep.json,.//cost_matrices//quota_matrix_sep.json,greedy_2_(fb)_m52_n24.json
6,0,1,32,0,9,165.0,27.599999999999998,0.24953379953379953,0.1858974358974359,0.6218107811609359,8.141961859434106,0.16333409157171222,0.12288668365523732,nan,nan,nan,8.141961859434106,0.16333409157171222,0.12288668365523732,.//cost_matrices//cost_matrix_sep.json,.//cost_matrices//quota_matrix_sep.json,greedy_2_(fb)_m52_n24.json
6,0,1,32,0,10,179.0,26.75,0.25064460678985817,0.1884400515685432,0.6300690167789076,7.825798822003331,0.2248937373975823,0.16860574286318367,nan,nan,nan,7.825798822003331,0.2248937373975823,0.16860574286318367,.//cost_matrices//cost_matrix_sep.json,.//cost_matrices//quota_matrix_sep.json,greedy_2_(fb)_m52_n24.json
6,0,1,32,0,11,168.0,22.45,0.22893772893772893,0.16804029304029303,0.6207875657605705,7.3358123421960455,0.1808012691448053,0.1310220868160342,nan,nan,nan,7.3358123421960455,0.1808012691448053,0.1310220868160342,.//cost_matrices//cost_matrix_sep.json,.//cost_matrices//quota_matrix_sep.json,greedy_2_(fb)_m52_n24.json
6,0,1,32,0,12,169.0,20.5,0.2147246244879381,0.15828402366863906,0.6114860482491478,7.0138969725129625,0.20586981022073253,0.14472409218553842,nan,nan,nan,7.0138969725129625,0.20586981022073253,0.14472409218553842,.//cost_matrices//cost_matrix_sep.json,.//cost_matrices//quota_matrix_sep.json,greedy_2_(fb)_m52_n24.json
6,0,1,32,0,13,172.0,26.899999999999995,0.26654740608228983,0.19588550983899822,0.619604411518567,7.96743370789586,0.24595083893146422,0.1765514308502739,nan,nan,nan,7.96743370789586,0.24595083893146422,0.1765514308502739,.//cost_matrices//cost_matrix_sep.json,.//cost_matrices//quota_matrix_sep.json,greedy_2_(fb)_m52_n24.json
6,0,1,32,0,14,169.0,23.05,0.22542102867546654,0.16420118343195267,0.5895433133520073,7.325147435882055,0.24628054847171646,0.18281590720123345,nan,nan,nan,7.325147435882055,0.24628054847171646,0.18281590720123345,.//cost_matrices//cost_matrix_sep.json,.//cost_matrices//quota_matrix_sep.json,greedy_2_(fb)_m52_n24.json
