#step,reviewer id,updates,paper id,private_cost,price,bid,total bid,total price,total private cost,matching output json file
0,0,0,0,0.7323764030043145,1,1.0,1.0,1.0,0.7323764030043145,simulation_2019-06-15T15-06-57
0,0,0,1,2.933268485530754,1,0.0,1.0,1.0,0.7323764030043145,simulation_2019-06-15T15-06-57
0,0,0,2,2.7386974509295876,1,0.0,1.0,1.0,0.7323764030043145,simulation_2019-06-15T15-06-57
1,1,0,0,2.7089642303259165,1,0.0,1.0,1.0,0.6090831838556042,simulation_2019-06-15T15-06-57
1,1,0,1,0.6090831838556042,1,1.0,1.0,1.0,0.6090831838556042,simulation_2019-06-15T15-06-57
1,1,0,2,0.6192301172499806,1,0.0,1.0,1.0,0.6090831838556042,simulation_2019-06-15T15-06-57
2,2,0,0,2.0542985547673065,1,0.0,1.0,1.0,0.7168805606030314,simulation_2019-06-15T15-06-57
2,2,0,1,0.8603096486030297,1,0.0,1.0,1.0,0.7168805606030314,simulation_2019-06-15T15-06-57
2,2,0,2,0.7168805606030314,1,1.0,1.0,1.0,0.7168805606030314,simulation_2019-06-15T15-06-57
3,2,1,0,2.0542985547673065,1,0.0,1.0,1.0,0.7168805606030314,simulation_2019-06-15T15-06-57
3,2,1,1,0.8603096486030297,1,0.0,1.0,1.0,0.7168805606030314,simulation_2019-06-15T15-06-57
3,2,1,2,0.7168805606030314,1,1.0,1.0,1.0,0.7168805606030314,simulation_2019-06-15T15-06-57
4,0,1,0,0.7323764030043145,1,1.0,1.0,1.0,0.7323764030043145,simulation_2019-06-15T15-06-57
4,0,1,1,2.933268485530754,1,0.0,1.0,1.0,0.7323764030043145,simulation_2019-06-15T15-06-57
4,0,1,2,2.7386974509295876,1,0.0,1.0,1.0,0.7323764030043145,simulation_2019-06-15T15-06-57
5,2,1,0,2.0542985547673065,1,0.0,1.0,1.0,0.7168805606030314,simulation_2019-06-15T15-06-57
5,2,1,1,0.8603096486030297,1,0.0,1.0,1.0,0.7168805606030314,simulation_2019-06-15T15-06-57
5,2,1,2,0.7168805606030314,1,1.0,1.0,1.0,0.7168805606030314,simulation_2019-06-15T15-06-57
6,2,1,0,2.0542985547673065,1,0.0,1.0,1.0,0.7168805606030314,simulation_2019-06-15T15-06-57
6,2,1,1,0.8603096486030297,1,0.0,1.0,1.0,0.7168805606030314,simulation_2019-06-15T15-06-57
6,2,1,2,0.7168805606030314,1,1.0,1.0,1.0,0.7168805606030314,simulation_2019-06-15T15-06-57
7,2,1,0,2.0542985547673065,1,0.0,1.0,1.0,0.7168805606030314,simulation_2019-06-15T15-06-57
7,2,1,1,0.8603096486030297,1,0.0,1.0,1.0,0.7168805606030314,simulation_2019-06-15T15-06-57
7,2,1,2,0.7168805606030314,1,1.0,1.0,1.0,0.7168805606030314,simulation_2019-06-15T15-06-57
8,0,1,0,0.7323764030043145,1,1.0,1.0,1.0,0.7323764030043145,simulation_2019-06-15T15-06-57
8,0,1,1,2.933268485530754,1,0.0,1.0,1.0,0.7323764030043145,simulation_2019-06-15T15-06-57
8,0,1,2,2.7386974509295876,1,0.0,1.0,1.0,0.7323764030043145,simulation_2019-06-15T15-06-57
9,1,1,0,2.7089642303259165,1,0.0,1.0,1.0,0.6090831838556042,simulation_2019-06-15T15-06-57
9,1,1,1,0.6090831838556042,1,1.0,1.0,1.0,0.6090831838556042,simulation_2019-06-15T15-06-57
9,1,1,2,0.6192301172499806,1,0.0,1.0,1.0,0.6090831838556042,simulation_2019-06-15T15-06-57
10,1,1,0,2.7089642303259165,1,0.0,1.0,1.0,0.6090831838556042,simulation_2019-06-15T15-06-57
10,1,1,1,0.6090831838556042,1,1.0,1.0,1.0,0.6090831838556042,simulation_2019-06-15T15-06-57
10,1,1,2,0.6192301172499806,1,0.0,1.0,1.0,0.6090831838556042,simulation_2019-06-15T15-06-57
11,2,1,0,2.0542985547673065,1,0.0,1.0,1.0,0.7168805606030314,simulation_2019-06-15T15-06-57
11,2,1,1,0.8603096486030297,1,0.0,1.0,1.0,0.7168805606030314,simulation_2019-06-15T15-06-57
11,2,1,2,0.7168805606030314,1,1.0,1.0,1.0,0.7168805606030314,simulation_2019-06-15T15-06-57
12,2,1,0,2.0542985547673065,1,0.0,1.0,1.0,0.7168805606030314,simulation_2019-06-15T15-06-57
12,2,1,1,0.8603096486030297,1,0.0,1.0,1.0,0.7168805606030314,simulation_2019-06-15T15-06-57
12,2,1,2,0.7168805606030314,1,1.0,1.0,1.0,0.7168805606030314,simulation_2019-06-15T15-06-57
