#step,reviewer id,updates,paper id,private_cost,price,bid,total bid,total price,total private cost,matching output json file
0,0,0,0,0.7323764030043145,1,1.0,1.0,1.0,5,simulation_2019-06-15T15-03-59
0,0,0,1,2.933268485530754,1,0.0,1.0,1.0,5,simulation_2019-06-15T15-03-59
0,0,0,2,2.7386974509295876,1,0.0,1.0,1.0,5,simulation_2019-06-15T15-03-59
1,1,0,0,2.7089642303259165,1,0.0,1.0,1.0,5,simulation_2019-06-15T15-03-59
1,1,0,1,0.6090831838556042,1,1.0,1.0,1.0,5,simulation_2019-06-15T15-03-59
1,1,0,2,0.6192301172499806,1,0.0,1.0,1.0,5,simulation_2019-06-15T15-03-59
2,2,0,0,2.0542985547673065,1,0.0,1.0,1.0,5,simulation_2019-06-15T15-03-59
2,2,0,1,0.8603096486030297,1,0.0,1.0,1.0,5,simulation_2019-06-15T15-03-59
2,2,0,2,0.7168805606030314,1,1.0,1.0,1.0,5,simulation_2019-06-15T15-03-59
3,2,1,0,2.0542985547673065,1,0.0,1.0,1.0,5,simulation_2019-06-15T15-03-59
3,2,1,1,0.8603096486030297,1,0.0,1.0,1.0,5,simulation_2019-06-15T15-03-59
3,2,1,2,0.7168805606030314,1,1.0,1.0,1.0,5,simulation_2019-06-15T15-03-59
4,0,1,0,0.7323764030043145,1,1.0,1.0,1.0,5,simulation_2019-06-15T15-03-59
4,0,1,1,2.933268485530754,1,0.0,1.0,1.0,5,simulation_2019-06-15T15-03-59
4,0,1,2,2.7386974509295876,1,0.0,1.0,1.0,5,simulation_2019-06-15T15-03-59
5,0,1,0,0.7323764030043145,1,1.0,1.0,1.0,5,simulation_2019-06-15T15-03-59
5,0,1,1,2.933268485530754,1,0.0,1.0,1.0,5,simulation_2019-06-15T15-03-59
5,0,1,2,2.7386974509295876,1,0.0,1.0,1.0,5,simulation_2019-06-15T15-03-59
6,0,1,0,0.7323764030043145,1,1.0,1.0,1.0,5,simulation_2019-06-15T15-03-59
6,0,1,1,2.933268485530754,1,0.0,1.0,1.0,5,simulation_2019-06-15T15-03-59
6,0,1,2,2.7386974509295876,1,0.0,1.0,1.0,5,simulation_2019-06-15T15-03-59
7,1,1,0,2.7089642303259165,1,0.0,1.0,1.0,5,simulation_2019-06-15T15-03-59
7,1,1,1,0.6090831838556042,1,1.0,1.0,1.0,5,simulation_2019-06-15T15-03-59
7,1,1,2,0.6192301172499806,1,0.0,1.0,1.0,5,simulation_2019-06-15T15-03-59
8,2,1,0,2.0542985547673065,1,0.0,1.0,1.0,5,simulation_2019-06-15T15-03-59
8,2,1,1,0.8603096486030297,1,0.0,1.0,1.0,5,simulation_2019-06-15T15-03-59
8,2,1,2,0.7168805606030314,1,1.0,1.0,1.0,5,simulation_2019-06-15T15-03-59
9,0,1,0,0.7323764030043145,1,1.0,1.0,1.0,5,simulation_2019-06-15T15-03-59
9,0,1,1,2.933268485530754,1,0.0,1.0,1.0,5,simulation_2019-06-15T15-03-59
9,0,1,2,2.7386974509295876,1,0.0,1.0,1.0,5,simulation_2019-06-15T15-03-59
10,2,1,0,2.0542985547673065,1,0.0,1.0,1.0,5,simulation_2019-06-15T15-03-59
10,2,1,1,0.8603096486030297,1,0.0,1.0,1.0,5,simulation_2019-06-15T15-03-59
10,2,1,2,0.7168805606030314,1,1.0,1.0,1.0,5,simulation_2019-06-15T15-03-59
11,2,1,0,2.0542985547673065,1,0.0,1.0,1.0,5,simulation_2019-06-15T15-03-59
11,2,1,1,0.8603096486030297,1,0.0,1.0,1.0,5,simulation_2019-06-15T15-03-59
11,2,1,2,0.7168805606030314,1,1.0,1.0,1.0,5,simulation_2019-06-15T15-03-59
