reviewer id,paper id,private cost,step 1 allocation,step 2 allocation,step 3 allocation,cost contribution,individual contribution,total social cost,total unallocated papers,total paper cost,matching input json file
-1,0,1,-1,-1,0.202898551,0.202898551,0.752898551,46.9311278,0.752898551,6.643794796,Output/simulation_2019-06-04T15-41-44.json
-1,1,1,-1,-1,-4.44E-16,-4.44E-16,0.752898551,46.9311278,0.752898551,3.039208399,Output/simulation_2019-06-04T15-41-44.json
-1,2,1,-1,-1,-4.44E-16,-4.44E-16,0.752898551,46.9311278,0.752898551,6.191386266,Output/simulation_2019-06-04T15-41-44.json
-1,3,1,-1,-1,4.44E-16,4.44E-16,0.752898551,46.9311278,0.752898551,7.096760196,Output/simulation_2019-06-04T15-41-44.json
-1,4,1,-1,-1,0.275,0.275,0.752898551,46.9311278,0.752898551,6.615714553,Output/simulation_2019-06-04T15-41-44.json
-1,5,1,-1,-1,0.275,0.275,0.752898551,46.9311278,0.752898551,2.547752543,Output/simulation_2019-06-04T15-41-44.json
-1,6,1,-1,-1,0,0,0.752898551,46.9311278,0.752898551,5.531848507,Output/simulation_2019-06-04T15-41-44.json
-1,7,1,-1,-1,-4.44E-16,-4.44E-16,0.752898551,46.9311278,0.752898551,1.679697118,Output/simulation_2019-06-04T15-41-44.json
-1,8,1,-1,-1,0,0,0.752898551,46.9311278,0.752898551,6.281428784,Output/simulation_2019-06-04T15-41-44.json
-1,9,1,-1,-1,4.44E-16,4.44E-16,0.752898551,46.9311278,0.752898551,1.368356799,Output/simulation_2019-06-04T15-41-44.json
0,0,0.020266447,1,1,1,0.020266447,6.175125373,46.9311278,0.752898551,6.643794796,Output/simulation_2019-06-04T15-41-44.json
0,1,2.110369415,0,0,0.4125,0.870527384,6.175125373,46.9311278,0.752898551,3.039208399,Output/simulation_2019-06-04T15-41-44.json
0,2,2.311540463,0,0,0.4125,0.953510441,6.175125373,46.9311278,0.752898551,6.191386266,Output/simulation_2019-06-04T15-41-44.json
0,3,-1,0,0,0,0,6.175125373,46.9311278,0.752898551,7.096760196,Output/simulation_2019-06-04T15-41-44.json
0,4,0.582882512,0,0,0.275,0.160292691,6.175125373,46.9311278,0.752898551,6.615714553,Output/simulation_2019-06-04T15-41-44.json
0,5,2.257711807,0,0,0.275,0.620870747,6.175125373,46.9311278,0.752898551,2.547752543,Output/simulation_2019-06-04T15-41-44.json
0,6,0.137009019,0,0,0,0,6.175125373,46.9311278,0.752898551,5.531848507,Output/simulation_2019-06-04T15-41-44.json
0,7,2.35062955,0,0,0.4125,0.969634689,6.175125373,46.9311278,0.752898551,1.679697118,Output/simulation_2019-06-04T15-41-44.json
0,8,-1,0,0,0,0,6.175125373,46.9311278,0.752898551,6.281428784,Output/simulation_2019-06-04T15-41-44.json
0,9,1.676346492,0,0,0.47826087,0.801730931,6.175125373,46.9311278,0.752898551,1.368356799,Output/simulation_2019-06-04T15-41-44.json
1,0,1.035463404,1,1,1,1.035463404,4.396833329,46.9311278,0.752898551,6.643794796,Output/simulation_2019-06-04T15-41-44.json
1,1,2.777919102,0,0,0.1125,0.312515899,4.396833329,46.9311278,0.752898551,3.039208399,Output/simulation_2019-06-04T15-41-44.json
1,2,2.994941965,0,0,0.1125,0.336930971,4.396833329,46.9311278,0.752898551,6.191386266,Output/simulation_2019-06-04T15-41-44.json
1,3,2.813610142,0,0,0.130434783,0.366992627,4.396833329,46.9311278,0.752898551,7.096760196,Output/simulation_2019-06-04T15-41-44.json
1,4,2.014228798,0,0,0.075,0.15106716,4.396833329,46.9311278,0.752898551,6.615714553,Output/simulation_2019-06-04T15-41-44.json
1,5,2.749387197,0,0,0.075,0.20620404,4.396833329,46.9311278,0.752898551,2.547752543,Output/simulation_2019-06-04T15-41-44.json
