Bidder,Paper,Private Cost,Step 1 Allocation,Step 2 Allocation,Step 3 Allocation,Social Cost,Total Social Cost,Total Unallocated Papers,Preference File,Market Mechanism,Behavior,Algorithm,Private Price Generator
-1,0,1,-1,-1,0.0,0.0,146.812155850316,0.3203787901434285,bids_m52_n24.txt,FixedMechanism,SincereIntegralBehavior,FractionalAllocation,SimplePrivatePricesGenerator
-1,1,1,-1,-1,2.220446049250313e-16,2.220446049250313e-16,146.812155850316,0.3203787901434285,bids_m52_n24.txt,FixedMechanism,SincereIntegralBehavior,FractionalAllocation,SimplePrivatePricesGenerator
-1,2,1,-1,-1,0.0,0.0,146.812155850316,0.3203787901434285,bids_m52_n24.txt,FixedMechanism,SincereIntegralBehavior,FractionalAllocation,SimplePrivatePricesGenerator
-1,3,1,-1,-1,0.0,0.0,146.812155850316,0.3203787901434285,bids_m52_n24.txt,FixedMechanism,SincereIntegralBehavior,FractionalAllocation,SimplePrivatePricesGenerator
-1,4,1,-1,-1,2.220446049250313e-16,2.220446049250313e-16,146.812155850316,0.3203787901434285,bids_m52_n24.txt,FixedMechanism,SincereIntegralBehavior,FractionalAllocation,SimplePrivatePricesGenerator
-1,5,1,-1,-1,0.0,0.0,146.812155850316,0.3203787901434285,bids_m52_n24.txt,FixedMechanism,SincereIntegralBehavior,FractionalAllocation,SimplePrivatePricesGenerator
-1,6,1,-1,-1,2.220446049250313e-16,2.220446049250313e-16,146.812155850316,0.3203787901434285,bids_m52_n24.txt,FixedMechanism,SincereIntegralBehavior,FractionalAllocation,SimplePrivatePricesGenerator
-1,7,1,-1,-1,0.0,0.0,146.812155850316,0.3203787901434285,bids_m52_n24.txt,FixedMechanism,SincereIntegralBehavior,FractionalAllocation,SimplePrivatePricesGenerator
-1,8,1,-1,-1,0.02790178571428581,0.02790178571428581,146.812155850316,0.3203787901434285,bids_m52_n24.txt,FixedMechanism,SincereIntegralBehavior,FractionalAllocation,SimplePrivatePricesGenerator
-1,9,1,-1,-1,0.0,0.0,146.812155850316,0.3203787901434285,bids_m52_n24.txt,FixedMechanism,SincereIntegralBehavior,FractionalAllocation,SimplePrivatePricesGenerator
-1,10,1,-1,-1,0.0,0.0,146.812155850316,0.3203787901434285,bids_m52_n24.txt,FixedMechanism,SincereIntegralBehavior,FractionalAllocation,SimplePrivatePricesGenerator
-1,11,1,-1,-1,0.0,0.0,146.812155850316,0.3203787901434285,bids_m52_n24.txt,FixedMechanism,SincereIntegralBehavior,FractionalAllocation,SimplePrivatePricesGenerator
-1,12,1,-1,-1,0.0,0.0,146.812155850316,0.3203787901434285,bids_m52_n24.txt,FixedMechanism,SincereIntegralBehavior,FractionalAllocation,SimplePrivatePricesGenerator
-1,13,1,-1,-1,0.0,0.0,146.812155850316,0.3203787901434285,bids_m52_n24.txt,FixedMechanism,SincereIntegralBehavior,FractionalAllocation,SimplePrivatePricesGenerator
-1,14,1,-1,-1,0.0,0.0,146.812155850316,0.3203787901434285,bids_m52_n24.txt,FixedMechanism,SincereIntegralBehavior,FractionalAllocation,SimplePrivatePricesGenerator
-1,15,1,-1,-1,0.036190476190476106,0.036190476190476106,146.812155850316,0.3203787901434285,bids_m52_n24.txt,FixedMechanism,SincereIntegralBehavior,FractionalAllocation,SimplePrivatePricesGenerator
-1,16,1,-1,-1,2.220446049250313e-16,2.220446049250313e-16,146.812155850316,0.3203787901434285,bids_m52_n24.txt,FixedMechanism,SincereIntegralBehavior,FractionalAllocation,SimplePrivatePricesGenerator
-1,17,1,-1,-1,0.0,0.0,146.812155850316,0.3203787901434285,bids_m52_n24.txt,FixedMechanism,SincereIntegralBehavior,FractionalAllocation,SimplePrivatePricesGenerator
-1,18,1,-1,-1,0.0,0.0,146.812155850316,0.3203787901434285,bids_m52_n24.txt,FixedMechanism,SincereIntegralBehavior,FractionalAllocation,SimplePrivatePricesGenerator
-1,19,1,-1,-1,0.023809523809523725,0.023809523809523725,146.812155850316,0.3203787901434285,bids_m52_n24.txt,FixedMechanism,SincereIntegralBehavior,FractionalAllocation,SimplePrivatePricesGenerator
-1,20,1,-1,-1,-4.440892098500626e-16,-4.440892098500626e-16,146.812155850316,0.3203787901434285,bids_m52_n24.txt,FixedMechanism,SincereIntegralBehavior,FractionalAllocation,SimplePrivatePricesGenerator
-1,21,1,-1,-1,0.0,0.0,146.812155850316,0.3203787901434285,bids_m52_n24.txt,FixedMechanism,SincereIntegralBehavior,FractionalAllocation,SimplePrivatePricesGenerator
-1,22,1,-1,-1,0.033333333333333215,0.033333333333333215,146.812155850316,0.3203787901434285,bids_m52_n24.txt,FixedMechanism,SincereIntegralBehavior,FractionalAllocation,SimplePrivatePricesGenerator
-1,23,1,-1,-1,0.0,0.0,146.812155850316,0.3203787901434285,bids_m52_n24.txt,FixedMechanism,SincereIntegralBehavior,FractionalAllocation,SimplePrivatePricesGenerator
