reviewer id,paper id,private cost,step 1 allocation,step 2 allocation,step 3 allocation,cost contribution,individual contribution,total social cost,total unallocated papers,total paper cost,matching input json file
-1,0,1,-1,-1,0.217391304,0.217391304,0.692391304,47.07213145,0.692391304,6.688333494,Output/simulation_2019-06-04T15-41-44.json
-1,1,1,-1,-1,-4.44E-16,-4.44E-16,0.692391304,47.07213145,0.692391304,3.016574113,Output/simulation_2019-06-04T15-41-44.json
-1,2,1,-1,-1,-4.44E-16,-4.44E-16,0.692391304,47.07213145,0.692391304,6.242200363,Output/simulation_2019-06-04T15-41-44.json
-1,3,1,-1,-1,4.44E-16,4.44E-16,0.692391304,47.07213145,0.692391304,7.062716847,Output/simulation_2019-06-04T15-41-44.json
-1,4,1,-1,-1,0.2,0.2,0.692391304,47.07213145,0.692391304,6.686186617,Output/simulation_2019-06-04T15-41-44.json
-1,5,1,-1,-1,0.275,0.275,0.692391304,47.07213145,0.692391304,2.66970423,Output/simulation_2019-06-04T15-41-44.json
-1,6,1,-1,-1,0,0,0.692391304,47.07213145,0.692391304,5.512287742,Output/simulation_2019-06-04T15-41-44.json
-1,7,1,-1,-1,-4.44E-16,-4.44E-16,0.692391304,47.07213145,0.692391304,1.682894926,Output/simulation_2019-06-04T15-41-44.json
-1,8,1,-1,-1,0,0,0.692391304,47.07213145,0.692391304,6.268203728,Output/simulation_2019-06-04T15-41-44.json
-1,9,1,-1,-1,4.44E-16,4.44E-16,0.692391304,47.07213145,0.692391304,1.368356799,Output/simulation_2019-06-04T15-41-44.json
0,0,0.020266447,1,1,1,0.020266447,6.175125373,47.07213145,0.692391304,6.688333494,Output/simulation_2019-06-04T15-41-44.json
0,1,2.110369415,0,0,0.4125,0.870527384,6.175125373,47.07213145,0.692391304,3.016574113,Output/simulation_2019-06-04T15-41-44.json
0,2,2.311540463,0,0,0.4125,0.953510441,6.175125373,47.07213145,0.692391304,6.242200363,Output/simulation_2019-06-04T15-41-44.json
0,3,-1,0,0,0,0,6.175125373,47.07213145,0.692391304,7.062716847,Output/simulation_2019-06-04T15-41-44.json
0,4,0.582882512,0,0,0.275,0.160292691,6.175125373,47.07213145,0.692391304,6.686186617,Output/simulation_2019-06-04T15-41-44.json
0,5,2.257711807,0,0,0.275,0.620870747,6.175125373,47.07213145,0.692391304,2.66970423,Output/simulation_2019-06-04T15-41-44.json
0,6,0.137009019,0,0,0,0,6.175125373,47.07213145,0.692391304,5.512287742,Output/simulation_2019-06-04T15-41-44.json
0,7,2.35062955,0,0,0.4125,0.969634689,6.175125373,47.07213145,0.692391304,1.682894926,Output/simulation_2019-06-04T15-41-44.json
0,8,-1,0,0,0,0,6.175125373,47.07213145,0.692391304,6.268203728,Output/simulation_2019-06-04T15-41-44.json
0,9,1.676346492,0,0,0.47826087,0.801730931,6.175125373,47.07213145,0.692391304,1.368356799,Output/simulation_2019-06-04T15-41-44.json
1,0,1.035463404,1,1,1,1.035463404,4.396833329,47.07213145,0.692391304,6.688333494,Output/simulation_2019-06-04T15-41-44.json
1,1,2.777919102,0,0,0.15,0.416687865,4.396833329,47.07213145,0.692391304,3.016574113,Output/simulation_2019-06-04T15-41-44.json
1,2,2.994941965,0,0,0.15,0.449241295,4.396833329,47.07213145,0.692391304,6.242200363,Output/simulation_2019-06-04T15-41-44.json
1,3,2.813610142,0,0,0.173913043,0.489323503,4.396833329,47.07213145,0.692391304,7.062716847,Output/simulation_2019-06-04T15-41-44.json
1,4,2.014228798,0,0,0.1,0.20142288,4.396833329,47.07213145,0.692391304,6.686186617,Output/simulation_2019-06-04T15-41-44.json
1,5,2.749387197,0,0,0.1,0.27493872,4.396833329,47.07213145,0.692391304,2.66970423,Output/simulation_2019-06-04T15-41-44.json
1,6,0.094085633,0.75,0.75,0.75,0.070564224,4.396833329,47.07213145,0.692391304,5.512287742,Output/simulation_2019-06-04T15-41-44.json
1,7,1.843943805,0,0,0.15,0.276591571,4.396833329,47.07213145,0.692391304,1.682894926,Output/simulation_2019-06-04T15-41-44.json
1,8,0.507768922,1,1,1,0.507768922,4.396833329,47.07213145,0.692391304,6.268203728,Output/simulation_2019-06-04T15-41-44.json
1,9,2.359748415,0,0,0.173913043,0.410391029,4.396833329,47.07213145,0.692391304,1.368356799,Output/simulation_2019-06-04T15-41-44.json
2,0,2.820926154,0,0,0.15942029,0.449712865,4.132393412,47.07213145,0.692391304,6.688333494,Output/simulation_2019-06-04T15-41-44.json
2,1,1.228954004,0,0,0.4125,0.506943527,4.132393412,47.07213145,0.692391304,3.016574113,Output/simulation_2019-06-04T15-41-44.json
2,2,2.064747916,0,0,0.4125,0.851708515,4.132393412,47.07213145,0.692391304,6.242200363,Output/simulation_2019-06-04T15-41-44.json
2,3,0.961368101,0,0,0.47826087,0.459784744,4.132393412,47.07213145,0.692391304,7.062716847,Output/simulation_2019-06-04T15-41-44.json
2,4,2.122327384,0,0,0.275,0.583640031,4.132393412,47.07213145,0.692391304,6.686186617,Output/simulation_2019-06-04T15-41-44.json
2,5,0.864394889,1,1,1,0.864394889,4.132393412,47.07213145,0.692391304,2.66970423,Output/simulation_2019-06-04T15-41-44.json
2,6,2.527411912,0,0,0,0,4.132393412,47.07213145,0.692391304,5.512287742,Output/simulation_2019-06-04T15-41-44.json
2,7,0.981684527,0,0,0.4125,0.404944867,4.132393412,47.07213145,0.692391304,1.682894926,Output/simulation_2019-06-04T15-41-44.json
2,8,1.720469457,0,0,0,0,4.132393412,47.07213145,0.692391304,6.268203728,Output/simulation_2019-06-04T15-41-44.json
2,9,2.151411189,0,0,0.47826087,1.028935786,4.132393412,47.07213145,0.692391304,1.368356799,Output/simulation_2019-06-04T15-41-44.json
