reviewer id,paper id,private cost,step 1 allocation,step 2 allocation,step 3 allocation,cost contribution,individual contribution,total social cost,total unallocated papers,total paper cost,matching input json file
1,8,0.507768922,0.6,0.6,0.610714499,0.310101843,5.018236494,50.0551339,0.26754154,5.901050666,Output/simulation_2019-06-04T15-20-42.json
1,9,2.359748415,0.75,0.75,0.750176183,1.77022706,5.018236494,50.0551339,0.26754154,3.199608737,Output/simulation_2019-06-04T15-20-42.json
2,0,2.820926154,0,0,0.00527548,0.014881741,5.742797509,50.0551339,0.26754154,6.451802833,Output/simulation_2019-06-04T15-20-42.json
2,1,1.228954004,0.6,0.6,0.600069554,0.737457881,5.742797509,50.0551339,0.26754154,4.600374506,Output/simulation_2019-06-04T15-20-42.json
2,2,2.064747916,0,0,0.007716607,0.015932848,5.742797509,50.0551339,0.26754154,5.436227047,Output/simulation_2019-06-04T15-20-42.json
2,3,0.961368101,1,1,1,0.961368101,5.742797509,50.0551339,0.26754154,6.376514674,Output/simulation_2019-06-04T15-20-42.json
2,4,2.122327384,0.375,0.375,0.377937199,0.802106467,5.742797509,50.0551339,0.26754154,5.062660815,Output/simulation_2019-06-04T15-20-42.json
2,5,0.864394889,1,1,1,0.864394889,5.742797509,50.0551339,0.26754154,3.910696931,Output/simulation_2019-06-04T15-20-42.json
2,6,2.527411912,0,0,0.003356799,0.008484013,5.742797509,50.0551339,0.26754154,5.55894546,Output/simulation_2019-06-04T15-20-42.json
2,7,0.981684527,0.5,0.5,0.5,0.490842263,5.742797509,50.0551339,0.26754154,2.620195083,Output/simulation_2019-06-04T15-20-42.json
2,8,1.720469457,0,0,0.00593537,0.010211623,5.742797509,50.0551339,0.26754154,5.901050666,Output/simulation_2019-06-04T15-20-42.json
2,9,2.151411189,0,0,9.76E-05,0.000209973,5.742797509,50.0551339,0.26754154,3.199608737,Output/simulation_2019-06-04T15-20-42.json
3,0,2.039629449,0.6,0.561998216,0.561998216,1.146268111,3.905889799,50.0551339,0.26754154,6.451802833,Output/simulation_2019-06-04T15-20-42.json
3,1,2.509972633,0,0,0,0,3.905889799,50.0551339,0.26754154,4.600374506,Output/simulation_2019-06-04T15-20-42.json
3,2,2.107039128,1,0.936663693,0.936663693,1.973587051,3.905889799,50.0551339,0.26754154,5.436227047,Output/simulation_2019-06-04T15-20-42.json
3,3,2.031690865,1,0.936663693,0.936663693,1.903011069,3.905889799,50.0551339,0.26754154,6.376514674,Output/simulation_2019-06-04T15-20-42.json
3,4,0.754306108,0.375,0.351248885,0.351248885,0.264949179,3.905889799,50.0551339,0.26754154,5.062660815,Output/simulation_2019-06-04T15-20-42.json
3,5,2.529620866,0,0,0,0,3.905889799,50.0551339,0.26754154,3.910696931,Output/simulation_2019-06-04T15-20-42.json
3,6,0.216272342,0.428571429,0.401427297,0.401427297,0.086817622,3.905889799,50.0551339,0.26754154,5.55894546,Output/simulation_2019-06-04T15-20-42.json
3,7,2.477704629,0,0,0,0,3.905889799,50.0551339,0.26754154,2.620195083,Output/simulation_2019-06-04T15-20-42.json
3,8,2.034214135,0.6,0.561998216,0.561998216,1.143224714,3.905889799,50.0551339,0.26754154,5.901050666,Output/simulation_2019-06-04T15-20-42.json
3,9,2.614977574,0,0,0,0,3.905889799,50.0551339,0.26754154,3.199608737,Output/simulation_2019-06-04T15-20-42.json
,,,,,,,,,,,
4,0,2.399573186,0.6,0.6,0.604727379,1.451087603,6.517857746,50.0551339,0.26754154,6.451802833,Output/simulation_2019-06-04T15-20-42.json
4,1,2.681444162,0,0,6.23E-05,0.000167128,6.517857746,50.0551339,0.26754154,4.600374506,Output/simulation_2019-06-04T15-20-42.json
4,2,2.455721129,1,1,1,2.455721129,6.517857746,50.0551339,0.26754154,5.436227047,Output/simulation_2019-06-04T15-20-42.json
4,3,2.608775713,0,0,0.008997681,0.023472933,6.517857746,50.0551339,0.26754154,6.376514674,Output/simulation_2019-06-04T15-20-42.json
4,4,0.816796541,0.375,0.375,0.377632035,0.30844854,6.517857746,50.0551339,0.26754154,5.062660815,Output/simulation_2019-06-04T15-20-42.json
4,5,2.970783498,0,0,0.21835443,0.648683738,6.517857746,50.0551339,0.26754154,3.910696931,Output/simulation_2019-06-04T15-20-42.json
4,6,1.27946259,0.428571429,0.428571429,0.431579469,0.552189785,6.517857746,50.0551339,0.26754154,5.55894546,Output/simulation_2019-06-04T15-20-42.json
4,7,2.291845895,0.5,0.5,0.5,1.145922948,6.517857746,50.0551339,0.26754154,2.620195083,Output/simulation_2019-06-04T15-20-42.json
4,8,0.113576191,0.6,0.6,0.605318708,0.068749793,6.517857746,50.0551339,0.26754154,5.901050666,Output/simulation_2019-06-04T15-20-42.json
4,9,-1,0,0,0,0,6.517857746,50.0551339,0.26754154,3.199608737,Output/simulation_2019-06-04T15-20-42.json
,,,,,,6.654443597,,,,,
5,0,2.195771591,0.6,0.599429115,0.599429115,1.316209422,6.654443597,50.0551339,0.26754154,6.451802833,Output/simulation_2019-06-04T15-20-42.json
5,1,2.212580159,0.6,0.599429115,0.599429115,1.326284967,6.654443597,50.0551339,0.26754154,4.600374506,Output/simulation_2019-06-04T15-20-42.json
5,2,2.909686145,0,0,0,0,6.654443597,50.0551339,0.26754154,5.436227047,Output/simulation_2019-06-04T15-20-42.json
5,3,2.050339245,1,0.999048525,0.999048525,2.048388399,6.654443597,50.0551339,0.26754154,6.376514674,Output/simulation_2019-06-04T15-20-42.json
5,4,0.134594022,0.375,0.374643197,0.374643197,0.050424735,6.654443597,50.0551339,0.26754154,5.062660815,Output/simulation_2019-06-04T15-20-42.json
5,5,2.998225565,0,0,0,0,6.654443597,50.0551339,0.26754154,3.910696931,Output/simulation_2019-06-04T15-20-42.json
5,6,0.564162783,0.428571429,0.428163654,0.428163654,0.241553998,6.654443597,50.0551339,0.26754154,5.55894546,Output/simulation_2019-06-04T15-20-42.json
5,7,2.28895022,0,0,0,0,6.654443597,50.0551339,0.26754154,2.620195083,Output/simulation_2019-06-04T15-20-42.json
5,8,2.232208406,0,0,0,0,6.654443597,50.0551339,0.26754154,5.901050666,Output/simulation_2019-06-04T15-20-42.json
5,9,2.129152238,0.75,0.749286394,0.749286394,1.595344802,6.654443597,50.0551339,0.26754154,3.199608737,Output/simulation_2019-06-04T15-20-42.json
,,,,,,6.578206323,,,,,
6,0,2.985919604,0,0,0.00952327,0.028435718,6.578206323,50.0551339,0.26754154,6.451802833,Output/simulation_2019-06-04T15-20-42.json
6,1,2.704891312,0.6,0.6,0.600125559,1.62327441,6.578206323,50.0551339,0.26754154,4.600374506,Output/simulation_2019-06-04T15-20-42.json
6,2,2.719254709,0,0,0.013929979,0.037879161,6.578206323,50.0551339,0.26754154,5.436227047,Output/simulation_2019-06-04T15-20-42.json
6,3,2.926574212,0,0,0.018125764,0.053046393,6.578206323,50.0551339,0.26754154,6.376514674,Output/simulation_2019-06-04T15-20-42.json
6,4,2.109532577,0.375,0.375,0.380302216,0.802259914,6.578206323,50.0551339,0.26754154,5.062660815,Output/simulation_2019-06-04T15-20-42.json
6,5,2.93323802,0,0,0.439873418,1.290253433,6.578206323,50.0551339,0.26754154,3.910696931,Output/simulation_2019-06-04T15-20-42.json
6,6,1.369339144,0.428571429,0.428571429,0.434631104,0.595157384,6.578206323,50.0551339,0.26754154,5.55894546,Output/simulation_2019-06-04T15-20-42.json
6,7,2.192534083,0.5,0.5,0.5,1.096267041,6.578206323,50.0551339,0.26754154,2.620195083,Output/simulation_2019-06-04T15-20-42.json
6,8,1.989703238,0.6,0.6,0.610714499,1.215140616,6.578206323,50.0551339,0.26754154,5.901050666,Output/simulation_2019-06-04T15-20-42.json
6,9,2.437120781,0.75,0.75,0.750176183,1.828269966,6.578206323,50.0551339,0.26754154,3.199608737,Output/simulation_2019-06-04T15-20-42.json
,,,,,,8.569984037,,,,,
7,0,-1,0,0,0,0,8.569984037,50.0551339,0.26754154,6.451802833,Output/simulation_2019-06-04T15-20-42.json
7,1,0.803595267,0.6,0.6,0.600062328,0.482207246,8.569984037,50.0551339,0.26754154,4.600374506,Output/simulation_2019-06-04T15-20-42.json
7,2,1.819475297,1,1,1,1.819475297,8.569984037,50.0551339,0.26754154,5.436227047,Output/simulation_2019-06-04T15-20-42.json
7,3,2.486761345,0,0,0.008997681,0.022375086,8.569984037,50.0551339,0.26754154,6.376514674,Output/simulation_2019-06-04T15-20-42.json
7,4,1.839941648,0.375,0.375,0.377632035,0.694820909,8.569984037,50.0551339,0.26754154,5.062660815,Output/simulation_2019-06-04T15-20-42.json
7,5,2.533145986,0,0,0.21835443,0.553123649,8.569984037,50.0551339,0.26754154,3.910696931,Output/simulation_2019-06-04T15-20-42.json
7,6,2.399445367,0.428571429,0.428571429,0.431579469,1.035551357,8.569984037,50.0551339,0.26754154,5.55894546,Output/simulation_2019-06-04T15-20-42.json
7,7,2.141463474,0.5,0.5,0.5,1.070731737,8.569984037,50.0551339,0.26754154,2.620195083,Output/simulation_2019-06-04T15-20-42.json
7,8,0.747011685,0.6,0.6,0.605318708,0.452180148,8.569984037,50.0551339,0.26754154,5.901050666,Output/simulation_2019-06-04T15-20-42.json
7,9,2.238994915,0,0,8.75E-05,0.000195818,8.569984037,50.0551339,0.26754154,3.199608737,Output/simulation_2019-06-04T15-20-42.json
,,,,,,,,,,,
,,,,,,6.130661248,,,,,
