Bidder,Paper,Private Cost,Step 1 Allocation,Step 2 Allocation,Step 3 Allocation,Social Cost,Total Social Cost,Total Unallocated Papers,Preference File,Market Mechanism,Behavior,Algorithm,Private Price Generator
-1,0,1,-1,-1,-4.440892098500626e-16,-4.440892098500626e-16,235.92241042363122,0.2047087467782518,example_quota.txt,FixedMechanism,BestTwoPreferenceBehavior,FractionalAllocation,SimplePrivatePricesGenerator
-1,1,1,-1,-1,0.0,0.0,235.92241042363122,0.2047087467782518,example_quota.txt,FixedMechanism,BestTwoPreferenceBehavior,FractionalAllocation,SimplePrivatePricesGenerator
-1,2,1,-1,-1,0.0,0.0,235.92241042363122,0.2047087467782518,example_quota.txt,FixedMechanism,BestTwoPreferenceBehavior,FractionalAllocation,SimplePrivatePricesGenerator
-1,3,1,-1,-1,8.881784197001252e-16,8.881784197001252e-16,235.92241042363122,0.2047087467782518,example_quota.txt,FixedMechanism,BestTwoPreferenceBehavior,FractionalAllocation,SimplePrivatePricesGenerator
-1,4,1,-1,-1,-4.440892098500626e-16,-4.440892098500626e-16,235.92241042363122,0.2047087467782518,example_quota.txt,FixedMechanism,BestTwoPreferenceBehavior,FractionalAllocation,SimplePrivatePricesGenerator
-1,5,1,-1,-1,0.0,0.0,235.92241042363122,0.2047087467782518,example_quota.txt,FixedMechanism,BestTwoPreferenceBehavior,FractionalAllocation,SimplePrivatePricesGenerator
-1,6,1,-1,-1,-8.881784197001252e-16,-8.881784197001252e-16,235.92241042363122,0.2047087467782518,example_quota.txt,FixedMechanism,BestTwoPreferenceBehavior,FractionalAllocation,SimplePrivatePricesGenerator
-1,7,1,-1,-1,0.0,0.0,235.92241042363122,0.2047087467782518,example_quota.txt,FixedMechanism,BestTwoPreferenceBehavior,FractionalAllocation,SimplePrivatePricesGenerator
-1,8,1,-1,-1,0.0,0.0,235.92241042363122,0.2047087467782518,example_quota.txt,FixedMechanism,BestTwoPreferenceBehavior,FractionalAllocation,SimplePrivatePricesGenerator
-1,9,1,-1,-1,0.0,0.0,235.92241042363122,0.2047087467782518,example_quota.txt,FixedMechanism,BestTwoPreferenceBehavior,FractionalAllocation,SimplePrivatePricesGenerator
-1,10,1,-1,-1,4.440892098500626e-16,4.440892098500626e-16,235.92241042363122,0.2047087467782518,example_quota.txt,FixedMechanism,BestTwoPreferenceBehavior,FractionalAllocation,SimplePrivatePricesGenerator
-1,11,1,-1,-1,0.09195499901278836,0.09195499901278836,235.92241042363122,0.2047087467782518,example_quota.txt,FixedMechanism,BestTwoPreferenceBehavior,FractionalAllocation,SimplePrivatePricesGenerator
-1,12,1,-1,-1,0.0,0.0,235.92241042363122,0.2047087467782518,example_quota.txt,FixedMechanism,BestTwoPreferenceBehavior,FractionalAllocation,SimplePrivatePricesGenerator
-1,13,1,-1,-1,0.0,0.0,235.92241042363122,0.2047087467782518,example_quota.txt,FixedMechanism,BestTwoPreferenceBehavior,FractionalAllocation,SimplePrivatePricesGenerator
-1,14,1,-1,-1,4.440892098500626e-16,4.440892098500626e-16,235.92241042363122,0.2047087467782518,example_quota.txt,FixedMechanism,BestTwoPreferenceBehavior,FractionalAllocation,SimplePrivatePricesGenerator
-1,15,1,-1,-1,-4.440892098500626e-16,-4.440892098500626e-16,235.92241042363122,0.2047087467782518,example_quota.txt,FixedMechanism,BestTwoPreferenceBehavior,FractionalAllocation,SimplePrivatePricesGenerator
-1,16,1,-1,-1,0.0,0.0,235.92241042363122,0.2047087467782518,example_quota.txt,FixedMechanism,BestTwoPreferenceBehavior,FractionalAllocation,SimplePrivatePricesGenerator
-1,17,1,-1,-1,0.0,0.0,235.92241042363122,0.2047087467782518,example_quota.txt,FixedMechanism,BestTwoPreferenceBehavior,FractionalAllocation,SimplePrivatePricesGenerator
-1,18,1,-1,-1,0.0,0.0,235.92241042363122,0.2047087467782518,example_quota.txt,FixedMechanism,BestTwoPreferenceBehavior,FractionalAllocation,SimplePrivatePricesGenerator
-1,19,1,-1,-1,4.440892098500626e-16,4.440892098500626e-16,235.92241042363122,0.2047087467782518,example_quota.txt,FixedMechanism,BestTwoPreferenceBehavior,FractionalAllocation,SimplePrivatePricesGenerator
-1,20,1,-1,-1,-4.440892098500626e-16,-4.440892098500626e-16,235.92241042363122,0.2047087467782518,example_quota.txt,FixedMechanism,BestTwoPreferenceBehavior,FractionalAllocation,SimplePrivatePricesGenerator
-1,21,1,-1,-1,0.09652802656135506,0.09652802656135506,235.92241042363122,0.2047087467782518,example_quota.txt,FixedMechanism,BestTwoPreferenceBehavior,FractionalAllocation,SimplePrivatePricesGenerator
-1,22,1,-1,-1,-8.881784197001252e-16,-8.881784197001252e-16,235.92241042363122,0.2047087467782518,example_quota.txt,FixedMechanism,BestTwoPreferenceBehavior,FractionalAllocation,SimplePrivatePricesGenerator
-1,23,1,-1,-1,-4.440892098500626e-16,-4.440892098500626e-16,235.92241042363122,0.2047087467782518,example_quota.txt,FixedMechanism,BestTwoPreferenceBehavior,FractionalAllocation,SimplePrivatePricesGenerator
-1,24,1,-1,-1,0.0,0.0,235.92241042363122,0.2047087467782518,example_quota.txt,FixedMechanism,BestTwoPreferenceBehavior,FractionalAllocation,SimplePrivatePricesGenerator
-1,25,1,-1,-1,4.440892098500626e-16,4.440892098500626e-16,235.92241042363122,0.2047087467782518,example_quota.txt,FixedMechanism,BestTwoPreferenceBehavior,FractionalAllocation,SimplePrivatePricesGenerator
-1,26,1,-1,-1,0.0,0.0,235.92241042363122,0.2047087467782518,example_quota.txt,FixedMechanism,BestTwoPreferenceBehavior,FractionalAllocation,SimplePrivatePricesGenerator
-1,27,1,-1,-1,0.0,0.0,235.92241042363122,0.2047087467782518,example_quota.txt,FixedMechanism,BestTwoPreferenceBehavior,FractionalAllocation,SimplePrivatePricesGenerator
-1,28,1,-1,-1,0.0,0.0,235.92241042363122,0.2047087467782518,example_quota.txt,FixedMechanism,BestTwoPreferenceBehavior,FractionalAllocation,SimplePrivatePricesGenerator
-1,29,1,-1,-1,0.0,0.0,235.92241042363122,0.2047087467782518,example_quota.txt,FixedMechanism,BestTwoPreferenceBehavior,FractionalAllocation,SimplePrivatePricesGenerator
-1,30,1,-1,-1,4.440892098500626e-16,4.440892098500626e-16,235.92241042363122,0.2047087467782518,example_quota.txt,FixedMechanism,BestTwoPreferenceBehavior,FractionalAllocation,SimplePrivatePricesGenerator
-1,31,1,-1,-1,-4.440892098500626e-16,-4.440892098500626e-16,235.92241042363122,0.2047087467782518,example_quota.txt,FixedMechanism,BestTwoPreferenceBehavior,FractionalAllocation,SimplePrivatePricesGenerator
-1,32,1,-1,-1,-4.440892098500626e-16,-4.440892098500626e-16,235.92241042363122,0.2047087467782518,example_quota.txt,FixedMechanism,BestTwoPreferenceBehavior,FractionalAllocation,SimplePrivatePricesGenerator
-1,33,1,-1,-1,-8.881784197001252e-16,-8.881784197001252e-16,235.92241042363122,0.2047087467782518,example_quota.txt,FixedMechanism,BestTwoPreferenceBehavior,FractionalAllocation,SimplePrivatePricesGenerator
-1,34,1,-1,-1,4.440892098500626e-16,4.440892098500626e-16,235.92241042363122,0.2047087467782518,example_quota.txt,FixedMechanism,BestTwoPreferenceBehavior,FractionalAllocation,SimplePrivatePricesGenerator
-1,35,1,-1,-1,0.0,0.0,235.92241042363122,0.2047087467782518,example_quota.txt,FixedMechanism,BestTwoPreferenceBehavior,FractionalAllocation,SimplePrivatePricesGenerator
-1,36,1,-1,-1,0.0,0.0,235.92241042363122,0.2047087467782518,example_quota.txt,FixedMechanism,BestTwoPreferenceBehavior,FractionalAllocation,SimplePrivatePricesGenerator
-1,37,1,-1,-1,-4.440892098500626e-16,-4.440892098500626e-16,235.92241042363122,0.2047087467782518,example_quota.txt,FixedMechanism,BestTwoPreferenceBehavior,FractionalAllocation,SimplePrivatePricesGenerator
-1,38,1,-1,-1,4.440892098500626e-16,4.440892098500626e-16,235.92241042363122,0.2047087467782518,example_quota.txt,FixedMechanism,BestTwoPreferenceBehavior,FractionalAllocation,SimplePrivatePricesGenerator
-1,39,1,-1,-1,0.0,0.0,235.92241042363122,0.2047087467782518,example_quota.txt,FixedMechanism,BestTwoPreferenceBehavior,FractionalAllocation,SimplePrivatePricesGenerator
-1,40,1,-1,-1,0.0,0.0,235.92241042363122,0.2047087467782518,example_quota.txt,FixedMechanism,BestTwoPreferenceBehavior,FractionalAllocation,SimplePrivatePricesGenerator
-1,41,1,-1,-1,-4.440892098500626e-16,-4.440892098500626e-16,235.92241042363122,0.2047087467782518,example_quota.txt,FixedMechanism,BestTwoPreferenceBehavior,FractionalAllocation,SimplePrivatePricesGenerator
-1,42,1,-1,-1,-4.440892098500626e-16,-4.440892098500626e-16,235.92241042363122,0.2047087467782518,example_quota.txt,FixedMechanism,BestTwoPreferenceBehavior,FractionalAllocation,SimplePrivatePricesGenerator
-1,43,1,-1,-1,-4.440892098500626e-16,-4.440892098500626e-16,235.92241042363122,0.2047087467782518,example_quota.txt,FixedMechanism,BestTwoPreferenceBehavior,FractionalAllocation,SimplePrivatePricesGenerator
-1,44,1,-1,-1,-4.440892098500626e-16,-4.440892098500626e-16,235.92241042363122,0.2047087467782518,example_quota.txt,FixedMechanism,BestTwoPreferenceBehavior,FractionalAllocation,SimplePrivatePricesGenerator
-1,45,1,-1,-1,0.0,0.0,235.92241042363122,0.2047087467782518,example_quota.txt,FixedMechanism,BestTwoPreferenceBehavior,FractionalAllocation,SimplePrivatePricesGenerator
-1,46,1,-1,-1,4.440892098500626e-16,4.440892098500626e-16,235.92241042363122,0.2047087467782518,example_quota.txt,FixedMechanism,BestTwoPreferenceBehavior,FractionalAllocation,SimplePrivatePricesGenerator
-1,47,1,-1,-1,8.881784197001252e-16,8.881784197001252e-16,235.92241042363122,0.2047087467782518,example_quota.txt,FixedMechanism,BestTwoPreferenceBehavior,FractionalAllocation,SimplePrivatePricesGenerator
-1,48,1,-1,-1,0.0,0.0,235.92241042363122,0.2047087467782518,example_quota.txt,FixedMechanism,BestTwoPreferenceBehavior,FractionalAllocation,SimplePrivatePricesGenerator
-1,49,1,-1,-1,-4.440892098500626e-16,-4.440892098500626e-16,235.92241042363122,0.2047087467782518,example_quota.txt,FixedMechanism,BestTwoPreferenceBehavior,FractionalAllocation,SimplePrivatePricesGenerator
-1,50,1,-1,-1,0.01622572120411192,0.01622572120411192,235.92241042363122,0.2047087467782518,example_quota.txt,FixedMechanism,BestTwoPreferenceBehavior,FractionalAllocation,SimplePrivatePricesGenerator
-1,51,1,-1,-1,-4.440892098500626e-16,-4.440892098500626e-16,235.92241042363122,0.2047087467782518,example_quota.txt,FixedMechanism,BestTwoPreferenceBehavior,FractionalAllocation,SimplePrivatePricesGenerator
0,0,0.1446759367115782,0.3,0.3,0.31229111309383256,0.04518100931355163,235.92241042363122,0.2047087467782518,example_quota.txt,FixedMechanism,BestTwoPreferenceBehavior,FractionalAllocation,SimplePrivatePricesGenerator
0,1,2.7532912216911285,0.0,0.0,0.11686170776340726,0.3217543141368232,235.92241042363122,0.2047087467782518,example_quota.txt,FixedMechanism,BestTwoPreferenceBehavior,FractionalAllocation,SimplePrivatePricesGenerator
0,2,2.756134145759925,0.0,0.0,0.010820811868342864,0.029823609075184016,235.92241042363122,0.2047087467782518,example_quota.txt,FixedMechanism,BestTwoPreferenceBehavior,FractionalAllocation,SimplePrivatePricesGenerator
0,3,-1,0.0,0.0,0.0,-0.0,235.92241042363122,0.2047087467782518,example_quota.txt,FixedMechanism,BestTwoPreferenceBehavior,FractionalAllocation,SimplePrivatePricesGenerator
