Bidder,Paper,Private Cost,Step 1 Allocation,Step 2 Allocation,Step 3 Allocation,Social Cost,Total Social Cost,Total Unallocated Papers,Preference File,Market Mechanism,Behavior,Algorithm,Private Price Generator
-1,0,1,-1,-1,0.0,0.0,151.57024455971458,0.47833059675754996,bids_m52_n24.txt,FixedMechanism,SincereIntegralBehavior,FractionalAllocation,SimplePrivatePricesGenerator
-1,1,1,-1,-1,2.220446049250313e-16,2.220446049250313e-16,151.57024455971458,0.47833059675754996,bids_m52_n24.txt,FixedMechanism,SincereIntegralBehavior,FractionalAllocation,SimplePrivatePricesGenerator
-1,2,1,-1,-1,0.0,0.0,151.57024455971458,0.47833059675754996,bids_m52_n24.txt,FixedMechanism,SincereIntegralBehavior,FractionalAllocation,SimplePrivatePricesGenerator
-1,3,1,-1,-1,0.0,0.0,151.57024455971458,0.47833059675754996,bids_m52_n24.txt,FixedMechanism,SincereIntegralBehavior,FractionalAllocation,SimplePrivatePricesGenerator
-1,4,1,-1,-1,0.0,0.0,151.57024455971458,0.47833059675754996,bids_m52_n24.txt,FixedMechanism,SincereIntegralBehavior,FractionalAllocation,SimplePrivatePricesGenerator
-1,5,1,-1,-1,0.0,0.0,151.57024455971458,0.47833059675754996,bids_m52_n24.txt,FixedMechanism,SincereIntegralBehavior,FractionalAllocation,SimplePrivatePricesGenerator
-1,6,1,-1,-1,6.661338147750939e-16,6.661338147750939e-16,151.57024455971458,0.47833059675754996,bids_m52_n24.txt,FixedMechanism,SincereIntegralBehavior,FractionalAllocation,SimplePrivatePricesGenerator
-1,7,1,-1,-1,0.0,0.0,151.57024455971458,0.47833059675754996,bids_m52_n24.txt,FixedMechanism,SincereIntegralBehavior,FractionalAllocation,SimplePrivatePricesGenerator
-1,8,1,-1,-1,0.0,0.0,151.57024455971458,0.47833059675754996,bids_m52_n24.txt,FixedMechanism,SincereIntegralBehavior,FractionalAllocation,SimplePrivatePricesGenerator
-1,9,1,-1,-1,0.0,0.0,151.57024455971458,0.47833059675754996,bids_m52_n24.txt,FixedMechanism,SincereIntegralBehavior,FractionalAllocation,SimplePrivatePricesGenerator
-1,10,1,-1,-1,0.0,0.0,151.57024455971458,0.47833059675754996,bids_m52_n24.txt,FixedMechanism,SincereIntegralBehavior,FractionalAllocation,SimplePrivatePricesGenerator
-1,11,1,-1,-1,0.057803468208092346,0.057803468208092346,151.57024455971458,0.47833059675754996,bids_m52_n24.txt,FixedMechanism,SincereIntegralBehavior,FractionalAllocation,SimplePrivatePricesGenerator
-1,12,1,-1,-1,0.0,0.0,151.57024455971458,0.47833059675754996,bids_m52_n24.txt,FixedMechanism,SincereIntegralBehavior,FractionalAllocation,SimplePrivatePricesGenerator
-1,13,1,-1,-1,0.0,0.0,151.57024455971458,0.47833059675754996,bids_m52_n24.txt,FixedMechanism,SincereIntegralBehavior,FractionalAllocation,SimplePrivatePricesGenerator
-1,14,1,-1,-1,0.0,0.0,151.57024455971458,0.47833059675754996,bids_m52_n24.txt,FixedMechanism,SincereIntegralBehavior,FractionalAllocation,SimplePrivatePricesGenerator
-1,15,1,-1,-1,0.0,0.0,151.57024455971458,0.47833059675754996,bids_m52_n24.txt,FixedMechanism,SincereIntegralBehavior,FractionalAllocation,SimplePrivatePricesGenerator
-1,16,1,-1,-1,0.0,0.0,151.57024455971458,0.47833059675754996,bids_m52_n24.txt,FixedMechanism,SincereIntegralBehavior,FractionalAllocation,SimplePrivatePricesGenerator
-1,17,1,-1,-1,0.014285714285714457,0.014285714285714457,151.57024455971458,0.47833059675754996,bids_m52_n24.txt,FixedMechanism,SincereIntegralBehavior,FractionalAllocation,SimplePrivatePricesGenerator
-1,18,1,-1,-1,0.0,0.0,151.57024455971458,0.47833059675754996,bids_m52_n24.txt,FixedMechanism,SincereIntegralBehavior,FractionalAllocation,SimplePrivatePricesGenerator
-1,19,1,-1,-1,4.440892098500626e-16,4.440892098500626e-16,151.57024455971458,0.47833059675754996,bids_m52_n24.txt,FixedMechanism,SincereIntegralBehavior,FractionalAllocation,SimplePrivatePricesGenerator
-1,20,1,-1,-1,4.440892098500626e-16,4.440892098500626e-16,151.57024455971458,0.47833059675754996,bids_m52_n24.txt,FixedMechanism,SincereIntegralBehavior,FractionalAllocation,SimplePrivatePricesGenerator
-1,21,1,-1,-1,2.220446049250313e-16,2.220446049250313e-16,151.57024455971458,0.47833059675754996,bids_m52_n24.txt,FixedMechanism,SincereIntegralBehavior,FractionalAllocation,SimplePrivatePricesGenerator
-1,22,1,-1,-1,0.0,0.0,151.57024455971458,0.47833059675754996,bids_m52_n24.txt,FixedMechanism,SincereIntegralBehavior,FractionalAllocation,SimplePrivatePricesGenerator
-1,23,1,-1,-1,0.04623655913978553,0.04623655913978553,151.57024455971458,0.47833059675754996,bids_m52_n24.txt,FixedMechanism,SincereIntegralBehavior,FractionalAllocation,SimplePrivatePricesGenerator
-1,24,1,-1,-1,0.013315579227696883,0.013315579227696883,151.57024455971458,0.47833059675754996,bids_m52_n24.txt,FixedMechanism,SincereIntegralBehavior,FractionalAllocation,SimplePrivatePricesGenerator
-1,25,1,-1,-1,0.05376344086021567,0.05376344086021567,151.57024455971458,0.47833059675754996,bids_m52_n24.txt,FixedMechanism,SincereIntegralBehavior,FractionalAllocation,SimplePrivatePricesGenerator
-1,26,1,-1,-1,0.03174603174603208,0.03174603174603208,151.57024455971458,0.47833059675754996,bids_m52_n24.txt,FixedMechanism,SincereIntegralBehavior,FractionalAllocation,SimplePrivatePricesGenerator
-1,27,1,-1,-1,2.220446049250313e-16,2.220446049250313e-16,151.57024455971458,0.47833059675754996,bids_m52_n24.txt,FixedMechanism,SincereIntegralBehavior,FractionalAllocation,SimplePrivatePricesGenerator
-1,28,1,-1,-1,0.0,0.0,151.57024455971458,0.47833059675754996,bids_m52_n24.txt,FixedMechanism,SincereIntegralBehavior,FractionalAllocation,SimplePrivatePricesGenerator
-1,29,1,-1,-1,0.04098360655737676,0.04098360655737676,151.57024455971458,0.47833059675754996,bids_m52_n24.txt,FixedMechanism,SincereIntegralBehavior,FractionalAllocation,SimplePrivatePricesGenerator
-1,30,1,-1,-1,0.0,0.0,151.57024455971458,0.47833059675754996,bids_m52_n24.txt,FixedMechanism,SincereIntegralBehavior,FractionalAllocation,SimplePrivatePricesGenerator
-1,31,1,-1,-1,0.0,0.0,151.57024455971458,0.47833059675754996,bids_m52_n24.txt,FixedMechanism,SincereIntegralBehavior,FractionalAllocation,SimplePrivatePricesGenerator
-1,32,1,-1,-1,0.0,0.0,151.57024455971458,0.47833059675754996,bids_m52_n24.txt,FixedMechanism,SincereIntegralBehavior,FractionalAllocation,SimplePrivatePricesGenerator
-1,33,1,-1,-1,0.0,0.0,151.57024455971458,0.47833059675754996,bids_m52_n24.txt,FixedMechanism,SincereIntegralBehavior,FractionalAllocation,SimplePrivatePricesGenerator
-1,34,1,-1,-1,0.0,0.0,151.57024455971458,0.47833059675754996,bids_m52_n24.txt,FixedMechanism,SincereIntegralBehavior,FractionalAllocation,SimplePrivatePricesGenerator
-1,35,1,-1,-1,0.04931192660550465,0.04931192660550465,151.57024455971458,0.47833059675754996,bids_m52_n24.txt,FixedMechanism,SincereIntegralBehavior,FractionalAllocation,SimplePrivatePricesGenerator
-1,36,1,-1,-1,0.0,0.0,151.57024455971458,0.47833059675754996,bids_m52_n24.txt,FixedMechanism,SincereIntegralBehavior,FractionalAllocation,SimplePrivatePricesGenerator
-1,37,1,-1,-1,0.0,0.0,151.57024455971458,0.47833059675754996,bids_m52_n24.txt,FixedMechanism,SincereIntegralBehavior,FractionalAllocation,SimplePrivatePricesGenerator
-1,38,1,-1,-1,0.022421524663676973,0.022421524663676973,151.57024455971458,0.47833059675754996,bids_m52_n24.txt,FixedMechanism,SincereIntegralBehavior,FractionalAllocation,SimplePrivatePricesGenerator
-1,39,1,-1,-1,0.021505376344086224,0.021505376344086224,151.57024455971458,0.47833059675754996,bids_m52_n24.txt,FixedMechanism,SincereIntegralBehavior,FractionalAllocation,SimplePrivatePricesGenerator
-1,40,1,-1,-1,0.0,0.0,151.57024455971458,0.47833059675754996,bids_m52_n24.txt,FixedMechanism,SincereIntegralBehavior,FractionalAllocation,SimplePrivatePricesGenerator
-1,41,1,-1,-1,0.040860215053764026,0.040860215053764026,151.57024455971458,0.47833059675754996,bids_m52_n24.txt,FixedMechanism,SincereIntegralBehavior,FractionalAllocation,SimplePrivatePricesGenerator
-1,42,1,-1,-1,0.0,0.0,151.57024455971458,0.47833059675754996,bids_m52_n24.txt,FixedMechanism,SincereIntegralBehavior,FractionalAllocation,SimplePrivatePricesGenerator
-1,43,1,-1,-1,0.022421524663676973,0.022421524663676973,151.57024455971458,0.47833059675754996,bids_m52_n24.txt,FixedMechanism,SincereIntegralBehavior,FractionalAllocation,SimplePrivatePricesGenerator
-1,44,1,-1,-1,0.02150537634408667,0.02150537634408667,151.57024455971458,0.47833059675754996,bids_m52_n24.txt,FixedMechanism,SincereIntegralBehavior,FractionalAllocation,SimplePrivatePricesGenerator
-1,45,1,-1,-1,0.030107526881721025,0.030107526881721025,151.57024455971458,0.47833059675754996,bids_m52_n24.txt,FixedMechanism,SincereIntegralBehavior,FractionalAllocation,SimplePrivatePricesGenerator
-1,46,1,-1,-1,1.1102230246251565e-15,1.1102230246251565e-15,151.57024455971458,0.47833059675754996,bids_m52_n24.txt,FixedMechanism,SincereIntegralBehavior,FractionalAllocation,SimplePrivatePricesGenerator
-1,47,1,-1,-1,0.0,0.0,151.57024455971458,0.47833059675754996,bids_m52_n24.txt,FixedMechanism,SincereIntegralBehavior,FractionalAllocation,SimplePrivatePricesGenerator
-1,48,1,-1,-1,0.012062726176115923,0.012062726176115923,151.57024455971458,0.47833059675754996,bids_m52_n24.txt,FixedMechanism,SincereIntegralBehavior,FractionalAllocation,SimplePrivatePricesGenerator
-1,49,1,-1,-1,0.0,0.0,151.57024455971458,0.47833059675754996,bids_m52_n24.txt,FixedMechanism,SincereIntegralBehavior,FractionalAllocation,SimplePrivatePricesGenerator
-1,50,1,-1,-1,4.440892098500626e-16,4.440892098500626e-16,151.57024455971458,0.47833059675754996,bids_m52_n24.txt,FixedMechanism,SincereIntegralBehavior,FractionalAllocation,SimplePrivatePricesGenerator
-1,51,1,-1,-1,0.0,0.0,151.57024455971458,0.47833059675754996,bids_m52_n24.txt,FixedMechanism,SincereIntegralBehavior,FractionalAllocation,SimplePrivatePricesGenerator
0,0,0.3991340824083216,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.2660893882722144,151.57024455971458,0.47833059675754996,bids_m52_n24.txt,FixedMechanism,SincereIntegralBehavior,FractionalAllocation,SimplePrivatePricesGenerator
0,1,2.68809869918102,0.0,0.0,0.12993039443155452,0.34926572425553853,151.57024455971458,0.47833059675754996,bids_m52_n24.txt,FixedMechanism,SincereIntegralBehavior,FractionalAllocation,SimplePrivatePricesGenerator
0,2,2.4337975254658115,0.0,0.0,0.0,0.0,151.57024455971458,0.47833059675754996,bids_m52_n24.txt,FixedMechanism,SincereIntegralBehavior,FractionalAllocation,SimplePrivatePricesGenerator
