#step,reviewer id,updates,paper id,private_cost,price,bid,total bid,total price,total private cost,matching output json file
0,0,0,0,0.7323764030043145,1,1.0,2.0,2.0,3.471073853933902,simulation_2019-05-04T16-45-51
0,0,0,1,2.933268485530754,1,0.0,2.0,2.0,3.471073853933902,simulation_2019-05-04T16-45-51
0,0,0,2,2.7386974509295876,1,1.0,2.0,2.0,3.471073853933902,simulation_2019-05-04T16-45-51
1,1,0,0,2.7089642303259165,1,0.0,2.0,2.0,1.228313301105585,simulation_2019-05-04T16-45-51
1,1,0,1,0.6090831838556042,1,1.0,2.0,2.0,1.228313301105585,simulation_2019-05-04T16-45-51
1,1,0,2,0.6192301172499806,1,1.0,2.0,2.0,1.228313301105585,simulation_2019-05-04T16-45-51
2,2,0,0,2.0542985547673065,1,0.0,2.0,2.0,1.5771902092060612,simulation_2019-05-04T16-45-51
2,2,0,1,0.8603096486030297,1,1.0,2.0,2.0,1.5771902092060612,simulation_2019-05-04T16-45-51
2,2,0,2,0.7168805606030314,1,1.0,2.0,2.0,1.5771902092060612,simulation_2019-05-04T16-45-51
3,0,1,0,0.7323764030043145,1,1.0,2.0,1.5,3.471073853933902,simulation_2019-05-04T16-45-51
3,0,1,1,2.933268485530754,0.6666666666666666,0.0,2.0,1.5,3.471073853933902,simulation_2019-05-04T16-45-51
3,0,1,2,2.7386974509295876,0.5,1.0,2.0,1.5,3.471073853933902,simulation_2019-05-04T16-45-51
4,2,1,0,2.0542985547673065,1,0.0,2.0,1.1666666666666665,1.5771902092060612,simulation_2019-05-04T16-45-51
4,2,1,1,0.8603096486030297,0.6666666666666666,1.0,2.0,1.1666666666666665,1.5771902092060612,simulation_2019-05-04T16-45-51
4,2,1,2,0.7168805606030314,0.5,1.0,2.0,1.1666666666666665,1.5771902092060612,simulation_2019-05-04T16-45-51
5,1,1,0,2.7089642303259165,1,0.0,2.0,1.1666666666666665,1.228313301105585,simulation_2019-05-04T16-45-51
5,1,1,1,0.6090831838556042,0.6666666666666666,1.0,2.0,1.1666666666666665,1.228313301105585,simulation_2019-05-04T16-45-51
5,1,1,2,0.6192301172499806,0.5,1.0,2.0,1.1666666666666665,1.228313301105585,simulation_2019-05-04T16-45-51
6,0,1,0,0.7323764030043145,1,1.0,2.0,1.5,3.471073853933902,simulation_2019-05-04T16-45-51
6,0,1,1,2.933268485530754,0.6666666666666666,0.0,2.0,1.5,3.471073853933902,simulation_2019-05-04T16-45-51
6,0,1,2,2.7386974509295876,0.5,1.0,2.0,1.5,3.471073853933902,simulation_2019-05-04T16-45-51
7,1,1,0,2.7089642303259165,1,0.0,2.0,1.1666666666666665,1.228313301105585,simulation_2019-05-04T16-45-51
7,1,1,1,0.6090831838556042,0.6666666666666666,1.0,2.0,1.1666666666666665,1.228313301105585,simulation_2019-05-04T16-45-51
7,1,1,2,0.6192301172499806,0.5,1.0,2.0,1.1666666666666665,1.228313301105585,simulation_2019-05-04T16-45-51
8,1,1,0,2.7089642303259165,1,0.0,2.0,1.1666666666666665,1.228313301105585,simulation_2019-05-04T16-45-51
8,1,1,1,0.6090831838556042,0.6666666666666666,1.0,2.0,1.1666666666666665,1.228313301105585,simulation_2019-05-04T16-45-51
8,1,1,2,0.6192301172499806,0.5,1.0,2.0,1.1666666666666665,1.228313301105585,simulation_2019-05-04T16-45-51
9,0,1,0,0.7323764030043145,1,1.0,2.0,1.5,3.471073853933902,simulation_2019-05-04T16-45-51
9,0,1,1,2.933268485530754,0.6666666666666666,0.0,2.0,1.5,3.471073853933902,simulation_2019-05-04T16-45-51
9,0,1,2,2.7386974509295876,0.5,1.0,2.0,1.5,3.471073853933902,simulation_2019-05-04T16-45-51
10,0,1,0,0.7323764030043145,1,1.0,2.0,1.5,3.471073853933902,simulation_2019-05-04T16-45-51
10,0,1,1,2.933268485530754,0.6666666666666666,0.0,2.0,1.5,3.471073853933902,simulation_2019-05-04T16-45-51
10,0,1,2,2.7386974509295876,0.5,1.0,2.0,1.5,3.471073853933902,simulation_2019-05-04T16-45-51
11,1,1,0,2.7089642303259165,1,0.0,2.0,1.1666666666666665,1.228313301105585,simulation_2019-05-04T16-45-51
11,1,1,1,0.6090831838556042,0.6666666666666666,1.0,2.0,1.1666666666666665,1.228313301105585,simulation_2019-05-04T16-45-51
11,1,1,2,0.6192301172499806,0.5,1.0,2.0,1.1666666666666665,1.228313301105585,simulation_2019-05-04T16-45-51
12,1,1,0,2.7089642303259165,1,0.0,2.0,1.1666666666666665,1.228313301105585,simulation_2019-05-04T16-45-51
12,1,1,1,0.6090831838556042,0.6666666666666666,1.0,2.0,1.1666666666666665,1.228313301105585,simulation_2019-05-04T16-45-51
12,1,1,2,0.6192301172499806,0.5,1.0,2.0,1.1666666666666665,1.228313301105585,simulation_2019-05-04T16-45-51
13,2,1,0,2.0542985547673065,1,0.0,2.0,1.1666666666666665,1.5771902092060612,simulation_2019-05-04T16-45-51
13,2,1,1,0.8603096486030297,0.6666666666666666,1.0,2.0,1.1666666666666665,1.5771902092060612,simulation_2019-05-04T16-45-51
13,2,1,2,0.7168805606030314,0.5,1.0,2.0,1.1666666666666665,1.5771902092060612,simulation_2019-05-04T16-45-51
14,1,1,0,2.7089642303259165,1,0.0,2.0,1.1666666666666665,1.228313301105585,simulation_2019-05-04T16-45-51
14,1,1,1,0.6090831838556042,0.6666666666666666,1.0,2.0,1.1666666666666665,1.228313301105585,simulation_2019-05-04T16-45-51
14,1,1,2,0.6192301172499806,0.5,1.0,2.0,1.1666666666666665,1.228313301105585,simulation_2019-05-04T16-45-51
15,1,2,0,2.7089642303259165,1,0.0,2.0,1.1666666666666665,1.228313301105585,simulation_2019-05-04T16-45-51
15,1,2,1,0.6090831838556042,0.6666666666666666,1.0,2.0,1.1666666666666665,1.228313301105585,simulation_2019-05-04T16-45-51
15,1,2,2,0.6192301172499806,0.5,1.0,2.0,1.1666666666666665,1.228313301105585,simulation_2019-05-04T16-45-51
16,2,2,0,2.0542985547673065,1,0.0,2.0,1.1666666666666665,1.5771902092060612,simulation_2019-05-04T16-45-51
