n,m,bidding requirement,forced permutations,number of bids until prices update,total bids until closure,fallback probability,price weight,matching algorithm,sample index,total bids,total_excess_papers,allocated_papers_per_bid,gini_paper_bids,hoover_paper_bids,average_cost_per_step_2_paper,average_bidder_cost,gini_bidder_cost,hoover_bidder_cost,average_fallback_bidder_cost,gini_fallback_bidder_cost,hoover_fallback_bidder_cost,average_main_bidder_cost,gini_main_bidder_cost,hoover_main_bidder_cost,cost matrix used,quota matrix used,input json file used
24,52,6,0,5,32,0,2,FractionalAllocation,0,192,17.064285714285713,0.7236235119047619,0.2093349358974359,0.15224358974358973,0.7014082329381877,6.916079313993836,0.23632987914002285,0.17365250273658528,nan,nan,nan,6.916079313993836,0.23632987914002285,0.17365250273658528,.//cost_matrices//cost_matrix_m52_n24.json,.//cost_matrices//quota_matrix_m52_n24.json,greedy_(fb)_m52_n24_seq.json
24,52,6,0,5,32,0,2,FractionalAllocation,1,191,20.907142857142855,0.7072924457741212,0.24154248892468788,0.1788159484494563,0.6782615168545678,7.237752257365629,0.17108084077546656,0.11872995618291234,nan,nan,nan,7.237752257365629,0.17108084077546656,0.11872995618291234,.//cost_matrices//cost_matrix_m52_n24.json,.//cost_matrices//quota_matrix_m52_n24.json,greedy_(fb)_m52_n24_seq.json
24,52,6,0,5,32,0,2,FractionalAllocation,2,189,18.150000000000002,0.7293650793650793,0.2333129833129833,0.1738909238909239,0.6926755661418816,6.970727347223781,0.20780969399279323,0.1494993072740867,nan,nan,nan,6.970727347223781,0.20780969399279323,0.1494993072740867,.//cost_matrices//cost_matrix_m52_n24.json,.//cost_matrices//quota_matrix_m52_n24.json,greedy_(fb)_m52_n24_seq.json
24,52,6,0,5,32,0,2,FractionalAllocation,3,190,19.657142857142855,0.7175939849624061,0.22186234817813766,0.16174089068825911,0.6827497016636059,7.394965747693964,0.2394378796590466,0.18055038108485097,nan,nan,nan,7.394965747693964,0.2394378796590466,0.18055038108485097,.//cost_matrices//cost_matrix_m52_n24.json,.//cost_matrices//quota_matrix_m52_n24.json,greedy_(fb)_m52_n24_seq.json
24,52,6,0,5,32,0,2,FractionalAllocation,4,197,20.064285714285713,0.6900290065264685,0.2298906677079266,0.16526747364310815,0.7109668324189768,7.32618837699874,0.20215646642431223,0.14010640816285755,nan,nan,nan,7.32618837699874,0.20215646642431223,0.14010640816285755,.//cost_matrices//cost_matrix_m52_n24.json,.//cost_matrices//quota_matrix_m52_n24.json,greedy_(fb)_m52_n24_seq.json
24,52,6,0,5,32,0,2,FractionalAllocation,5,185,19.07857142857143,0.74011583011583,0.2211018711018711,0.16122661122661125,0.6667163248849693,6.950863200567741,0.22271007373113963,0.15531830666828508,nan,nan,nan,6.950863200567741,0.22271007373113963,0.15531830666828508,.//cost_matrices//cost_matrix_m52_n24.json,.//cost_matrices//quota_matrix_m52_n24.json,greedy_(fb)_m52_n24_seq.json
24,52,6,0,5,32,0,2,FractionalAllocation,6,197,19.471428571428568,0.6930384336475708,0.22305739945333855,0.16126513080827803,0.7196697206418714,7.117784185991618,0.19446464920645237,0.1372665472714405,nan,nan,nan,7.117784185991618,0.19446464920645237,0.1372665472714405,.//cost_matrices//cost_matrix_m52_n24.json,.//cost_matrices//quota_matrix_m52_n24.json,greedy_(fb)_m52_n24_seq.json
24,52,6,0,5,32,0,2,FractionalAllocation,7,195,23.74285714285714,0.6782417582417583,0.2551282051282051,0.18461538461538463,0.6766277969429981,7.523385041915193,0.20317629839145912,0.152662017652678,nan,nan,nan,7.523385041915193,0.20317629839145912,0.152662017652678,.//cost_matrices//cost_matrix_m52_n24.json,.//cost_matrices//quota_matrix_m52_n24.json,greedy_(fb)_m52_n24_seq.json
24,52,6,0,5,32,0,2,FractionalAllocation,8,191,16.299999999999997,0.7314136125654451,0.20610149013290374,0.15263793797825212,0.6657663411823037,6.800438020695899,0.2370664167035893,0.16549396280627954,nan,nan,nan,6.800438020695899,0.2370664167035893,0.16549396280627954,.//cost_matrices//cost_matrix_m52_n24.json,.//cost_matrices//quota_matrix_m52_n24.json,greedy_(fb)_m52_n24_seq.json
24,52,6,0,5,32,0,2,FractionalAllocation,9,189,17.378571428571433,0.7334467120181406,0.21418396418396418,0.1565934065934066,0.6736308035908919,7.013656917509391,0.2346906892311095,0.16215140828870456,nan,nan,nan,7.013656917509391,0.2346906892311095,0.16215140828870456,.//cost_matrices//cost_matrix_m52_n24.json,.//cost_matrices//quota_matrix_m52_n24.json,greedy_(fb)_m52_n24_seq.json
24,52,6,0,5,32,0,2,FractionalAllocation,10,195,17.464285714285715,0.7104395604395604,0.22613412228796845,0.16153846153846155,0.6766439267535848,7.032513612749344,0.25248881415933355,0.19286538380752793,nan,nan,nan,7.032513612749344,0.25248881415933355,0.19286538380752793,.//cost_matrices//cost_matrix_m52_n24.json,.//cost_matrices//quota_matrix_m52_n24.json,greedy_(fb)_m52_n24_seq.json
24,52,6,0,5,32,0,2,FractionalAllocation,11,193,19.67142857142857,0.7063656550703182,0.23066958947787963,0.17138302112395376,0.714262408859725,7.228452532516948,0.18310965439767848,0.12107520833425801,nan,nan,nan,7.228452532516948,0.18310965439767848,0.12107520833425801,.//cost_matrices//cost_matrix_m52_n24.json,.//cost_matrices//quota_matrix_m52_n24.json,greedy_(fb)_m52_n24_seq.json
24,52,6,0,5,32,0,2,FractionalAllocation,12,191,20.78571428571428,0.7079281974569933,0.23449456302859445,0.17176802255336285,0.6673954796873847,7.053551808719443,0.2163517201806971,0.16250414025089235,nan,nan,nan,7.053551808719443,0.2163517201806971,0.16250414025089235,.//cost_matrices//cost_matrix_m52_n24.json,.//cost_matrices//quota_matrix_m52_n24.json,greedy_(fb)_m52_n24_seq.json
24,52,6,0,5,32,0,2,FractionalAllocation,13,185,16.849999999999998,0.752162162162162,0.2154885654885655,0.15945945945945947,0.6656568656627118,6.75586894665373,0.23140586955585754,0.16603603825360652,nan,nan,nan,6.75586894665373,0.23140586955585754,0.16603603825360652,.//cost_matrices//cost_matrix_m52_n24.json,.//cost_matrices//quota_matrix_m52_n24.json,greedy_(fb)_m52_n24_seq.json
24,52,6,0,5,32,0,2,FractionalAllocation,14,191,18.625,0.7192408376963351,0.2288562223117197,0.1648207813129279,0.646752126173003,6.867394364681334,0.2221311561815103,0.1496187811617852,nan,nan,nan,6.867394364681334,0.2221311561815103,0.1496187811617852,.//cost_matrices//cost_matrix_m52_n24.json,.//cost_matrices//quota_matrix_m52_n24.json,greedy_(fb)_m52_n24_seq.json
24,52,6,0,5,32,0,2,FractionalAllocation,15,190,22.085714285714285,0.704812030075188,0.25769230769230766,0.18785425101214576,0.6460890347566008,7.498665872153663,0.22061657202725182,0.1561054489400685,nan,nan,nan,7.498665872153663,0.22061657202725182,0.1561054489400685,.//cost_matrices//cost_matrix_m52_n24.json,.//cost_matrices//quota_matrix_m52_n24.json,greedy_(fb)_m52_n24_seq.json
24,52,6,0,5,32,0,2,FractionalAllocation,16,191,17.7,0.7240837696335077,0.21274667740636327,0.15777285541683447,0.6557749298741148,6.762841325288142,0.2390780171017365,0.16839256448488996,nan,nan,nan,6.762841325288142,0.2390780171017365,0.16839256448488996,.//cost_matrices//cost_matrix_m52_n24.json,.//cost_matrices//quota_matrix_m52_n24.json,greedy_(fb)_m52_n24_seq.json
24,52,6,0,5,32,0,2,FractionalAllocation,17,189,19.299999999999997,0.7232804232804232,0.20685795685795685,0.15659340659340656,0.6588440164492297,7.092877333977147,0.22640831523189958,0.16013615887391336,nan,nan,nan,7.092877333977147,0.22640831523189958,0.16013615887391336,.//cost_matrices//cost_matrix_m52_n24.json,.//cost_matrices//quota_matrix_m52_n24.json,greedy_(fb)_m52_n24_seq.json
