n,m,bidding requirement,forced_permutations,number_of_bids_until_prices_update,total_bids_until_closure,fallback_probability,sample index,total bids,total_excess_papers,allocated_papers_per_bid,gini_paper_bids,hoover_paper_bids,average_cost_per_step_2_paper,average_bidder_cost,gini_bidder_cost,hoover_bidder_cost,average_fallback_bidder_cost,gini_fallback_bidder_cost,hoover_fallback_bidder_cost,average_main_bidder_cost,gini_main_bidder_cost,hoover_main_bidder_cost,cost matrix used,quota matrix used,input json file used
146,176,3.5,0,20,290,0,0,804.0,63.125806499436656,0.578201733209656,0.22511024423337855,0.1637550881953867,0.8981713895526078,4.951795729630379,0.28275176572952443,0.20824666450491358,nan,nan,nan,4.951795729630379,0.28275176572952443,0.20824666450491358,.//cost_matrices//cost_matrix_m176_n146.json,.//cost_matrices//quota_matrix_m176_n146.json,greedy_2_(fb)_m176_n146.json
146,176,3.5,0,20,290,0,1,772.0,69.35261428069649,0.594102831242621,0.2318211257654263,0.16453721149317005,0.8700526237915815,5.032130970608889,0.2791698824171444,0.20057235190237577,nan,nan,nan,5.032130970608889,0.2791698824171444,0.20057235190237577,.//cost_matrices//cost_matrix_m176_n146.json,.//cost_matrices//quota_matrix_m176_n146.json,greedy_2_(fb)_m176_n146.json
146,176,3.5,0,20,290,0,2,793.0,61.53404825767842,0.5882294473421458,0.22213544652069242,0.15769374068554395,0.8821537849628821,4.8544944864484645,0.28269667192450043,0.21091732781018596,nan,nan,nan,4.8544944864484645,0.28269667192450043,0.21091732781018596,.//cost_matrices//cost_matrix_m176_n146.json,.//cost_matrices//quota_matrix_m176_n146.json,greedy_2_(fb)_m176_n146.json
146,176,3.5,0,20,290,0,3,794.0,62.05881515744531,0.5868276887185828,0.23200996107167393,0.16709125257613924,0.8883244091560525,4.917581672749802,0.29962591579457537,0.22397297594273907,nan,nan,nan,4.917581672749802,0.29962591579457537,0.22397297594273907,.//cost_matrices//cost_matrix_m176_n146.json,.//cost_matrices//quota_matrix_m176_n146.json,greedy_2_(fb)_m176_n146.json
146,176,3.5,0,20,290,0,4,803.0,59.05409031607663,0.5839924155466045,0.2229069964904336,0.16127023661270237,0.9196421247642484,4.920439299188081,0.2682594364313344,0.19649151950845736,nan,nan,nan,4.920439299188081,0.2682594364313344,0.19649151950845736,.//cost_matrices//cost_matrix_m176_n146.json,.//cost_matrices//quota_matrix_m176_n146.json,greedy_2_(fb)_m176_n146.json
146,176,3.5,0,20,290,0,5,808.0,58.28310502283107,0.5813327908133279,0.21481210621062105,0.15706570657065705,0.9041246118123902,4.837395099374287,0.2867331044787513,0.21086686983930358,nan,nan,nan,4.837395099374287,0.2867331044787513,0.21086686983930358,.//cost_matrices//cost_matrix_m176_n146.json,.//cost_matrices//quota_matrix_m176_n146.json,greedy_2_(fb)_m176_n146.json
146,176,3.5,0,20,290,0,6,798.0,62.08809523809525,0.5838495047141663,0.23953349282296652,0.17595124174071547,0.8885007923126935,4.919763620195962,0.2909256923456404,0.21609514827635087,nan,nan,nan,4.919763620195962,0.2909256923456404,0.21609514827635087,.//cost_matrices//cost_matrix_m176_n146.json,.//cost_matrices//quota_matrix_m176_n146.json,greedy_2_(fb)_m176_n146.json
146,176,3.5,0,20,290,0,7,784.0,58.776973255055466,0.5984987586032455,0.2215909090909091,0.1623376623376623,0.8841989525277602,4.782106427171542,0.3016764422862162,0.22194908412460795,nan,nan,nan,4.782106427171542,0.3016764422862162,0.22194908412460795,.//cost_matrices//cost_matrix_m176_n146.json,.//cost_matrices//quota_matrix_m176_n146.json,greedy_2_(fb)_m176_n146.json
146,176,3.5,0,20,290,0,8,811.0,65.87403783431182,0.5698223947789004,0.21529957403878489,0.15677894854836902,0.8957752016623566,5.049139624212975,0.3019337238964978,0.22131506644566828,nan,nan,nan,5.049139624212975,0.3019337238964978,0.22131506644566828,.//cost_matrices//cost_matrix_m176_n146.json,.//cost_matrices//quota_matrix_m176_n146.json,greedy_2_(fb)_m176_n146.json
146,176,3.5,0,20,290,0,9,799.0,58.69456650655282,0.5873659993660165,0.23625412447377403,0.1717345545568324,0.8876398679383639,4.8246534357273685,0.30153329892447345,0.22007341912869083,nan,nan,nan,4.8246534357273685,0.30153329892447345,0.22007341912869083,.//cost_matrices//cost_matrix_m176_n146.json,.//cost_matrices//quota_matrix_m176_n146.json,greedy_2_(fb)_m176_n146.json
146,176,3.5,0,20,290,10,0,788.0,56.86172537508156,0.5978912114529421,0.22903207198892478,0.1657821873557914,0.9040355885277871,4.804027395144352,0.27391936830359065,0.20060563823392477,5.321801365741359,0.12154225238885022,0.09755968069218673,4.770013046710973,0.2819047688368846,0.20823060223854428,.//cost_matrices//cost_matrix_m176_n146.json,.//cost_matrices//quota_matrix_m176_n146.json,greedy_2_(fb)_m176_n146.json
146,176,3.5,0,20,290,10,1,762.0,68.03505455731485,0.6036285373263585,0.23208959675495108,0.16173049391553326,0.8707091053222266,5.012784124735781,0.28727206624780727,0.20630534617537577,6.253166793075968,0.11150711408490654,0.08179225937891485,4.911715907315469,0.2984953411673338,0.21531498671972624,.//cost_matrices//cost_matrix_m176_n146.json,.//cost_matrices//quota_matrix_m176_n146.json,greedy_2_(fb)_m176_n146.json
